OID_,vh_raw,vv_raw,roughness_p5,roughness_p25,roughness_p75,roughness_p95,zonal_0219_5m_p95_max,zonal_0219_5m_p95_min,zonal_0219_5m_p95_mean,zonal_0219_5m_p5_max,zonal_0219_5m_p5_min,zonal_0219_5m_p5_mean,zonal_0219_5m_max_min,zonal_0219_5m_max_mean,zonal_0219_5m_med_max,zonal_0219_5m_med_min,zonal_0219_5m_med_mean,zonal_0219_5m_min_max,zonal_0219_5m_min_mean,zonal_0219_5m_range_max,zonal_0219_5m_range_min,zonal_0219_5m_range_mean,zonal_0219_2m_max_min,zonal_0219_2m_max_mean,zonal_0219_2m_med_max,zonal_0219_2m_med_min,zonal_0219_2m_med_mean,zonal_0219_2m_min_max,zonal_0219_2m_min_mean,zonal_0219_2m_range_max,zonal_0219_2m_range_min,zonal_0219_2m_range_mean,zonal_0219_2m_p5_max,zonal_0219_2m_p5_min,zonal_0219_2m_p5_mean,zonal_0219_2m_p95_max,zonal_0219_2m_p95_min,zonal_0219_2m_p95_mean,zonal_0219_1m_max_min,zonal_0219_1m_max_mean,zonal_0219_1m_med_max,zonal_0219_1m_med_min,zonal_0219_1m_med_mean,zonal_0219_1m_min_max,zonal_0219_1m_min_mean,zonal_0219_1m_range_max,zonal_0219_1m_range_min,zonal_0219_1m_range_mean,zonal_0219_1m_p5_max,zonal_0219_1m_p5_min,zonal_0219_1m_p5_mean,zonal_0219_1m_p95_max,zonal_0219_1m_p95_min,zonal_0219_1m_p95_mean,zonal_0219_50cm_max_min,zonal_0219_50cm_max_mean,zonal_0219_50cm_med_max,zonal_0219_50cm_med_min,zonal_0219_50cm_med_mean,zonal_0219_50cm_min_max,zonal_0219_50cm_min_mean,zonal_0219_50cm_range_max,zonal_0219_50cm_range_min,zonal_0219_50cm_range_mean,zonal_0219_50cm_p5_max,zonal_0219_50cm_p5_min,zonal_0219_50cm_p5_mean,zonal_0219_50cm_p95_max,zonal_0219_50cm_p95_min,zonal_0219_50cm_p95_mean,zonal_0219_25cm_max_min,zonal_0219_25cm_max_mean,zonal_0219_25cm_med_max,zonal_0219_25cm_med_min,zonal_0219_25cm_med_mean,zonal_0219_25cm_min_max,zonal_0219_25cm_min_mean,zonal_0219_25cm_range_max,zonal_0219_25cm_range_min,zonal_0219_25cm_range_mean,zonal_0219_25cm_p95_max,zonal_0219_25cm_p95_min,zonal_0219_25cm_p95_mean,zonal_0219_25cm_p5_max,zonal_0219_25cm_p5_min,zonal_0219_25cm_p5_mean
1002,0.0723148,0.3495703,0.0010869,0.0021734,0.0054614,0.0138481,0.0203953,0.0118008,0.0149296,0.0012402,0.0010041,0.0011024,0.0693041,0.1154327,0.0039596,0.0029090,0.0035042,0.0002989,0.0002430,0.2135796,0.0691151,0.1151897,0.0069204,0.0399359,0.0087374,0.0022908,0.0040812,0.0005230,0.0003278,0.2134910,0.0067313,0.0396081,0.0024372,0.0007931,0.0012677,0.0624174,0.0042331,0.0135597,0.0055845,0.0253774,0.0141407,0.0016924,0.0041393,0.0016359,0.0005115,0.2134910,0.0053954,0.0248658,0.0030785,0.0006260,0.0013737,0.1135159,0.0037292,0.0132817,0.0034216,0.0164543,0.0281275,0.0012575,0.0044067,0.0063244,0.0008174,0.2134910,0.0030106,0.0156369,0.0095003,0.0004839,0.0015785,0.1629276,0.0026551,0.0113312,0.0016387,0.0116718,0.0671527,0.0007074,0.0047651,0.0303533,0.0014018,0.2116317,0.0013604,0.0102700,0.1923692,0.0015192,0.0097966,0.0367565,0.0003738,0.0020134
1003,0.0831362,0.3622665,0.0010618,0.0021096,0.0055705,0.0146659,0.0304397,0.0091041,0.0150204,0.0013048,0.0009690,0.0010909,0.0250912,0.0751884,0.0049602,0.0028202,0.0035797,0.0002934,0.0002371,0.1670772,0.0248878,0.0749513,0.0085997,0.0434929,0.0082965,0.0021194,0.0038884,0.0004298,0.0003206,0.1670593,0.0082884,0.0431724,0.0031956,0.0007688,0.0012319,0.0475962,0.0049386,0.0137062,0.0050650,0.0253241,0.0206941,0.0017087,0.0041863,0.0015047,0.0004912,0.1664117,0.0047449,0.0248330,0.0041915,0.0006923,0.0014050,0.0739248,0.0037738,0.0128251,0.0030578,0.0171213,0.0313876,0.0013702,0.0044837,0.0034808,0.0008409,0.1656001,0.0025022,0.0162804,0.0069097,0.0004748,0.0016387,0.1112065,0.0023204,0.0113018,0.0017224,0.0116960,0.0495369,0.0007933,0.0047422,0.0123340,0.0015093,0.1655528,0.0013729,0.0101867,0.1499148,0.0016182,0.0097738,0.0168428,0.0003332,0.0021081
1004,0.0636609,0.2280816,0.0011231,0.0022931,0.0059144,0.0154821,0.0203560,0.0101354,0.0152410,0.0012078,0.0010225,0.0011416,0.0802311,0.1452316,0.0046751,0.0029527,0.0037631,0.0002329,0.0002160,0.2915563,0.0800520,0.1450156,0.0086966,0.0516456,0.0099540,0.0024924,0.0042887,0.0006818,0.0003449,0.2911074,0.0085176,0.0513007,0.0027066,0.0008827,0.0013313,0.0750890,0.0051613,0.0161646,0.0060647,0.0306912,0.0120265,0.0020041,0.0044236,0.0014145,0.0005198,0.2907933,0.0058856,0.0301714,0.0043892,0.0006897,0.0014551,0.2040000,0.0039541,0.0157591,0.0032344,0.0216391,0.0178963,0.0012610,0.0046597,0.0033615,0.0008270,0.2884277,0.0030553,0.0208121,0.0078415,0.0004990,0.0016650,0.2207822,0.0027260,0.0143584,0.0021559,0.0142944,0.0554446,0.0009715,0.0049974,0.0132962,0.0014426,0.2871389,0.0017439,0.0128518,0.2702482,0.0019261,0.0119906,0.0162748,0.0003193,0.0020800
1005,0.0690836,0.2165755,0.0011645,0.0024200,0.0066254,0.0127658,0.0158460,0.0106783,0.0132701,0.0013943,0.0009984,0.0011918,0.0218253,0.0766245,0.0044976,0.0030751,0.0040990,0.0003052,0.0002646,0.1336569,0.0215202,0.0763598,0.0103117,0.0291246,0.0086478,0.0022862,0.0044825,0.0006375,0.0003805,0.1334994,0.0099292,0.0287441,0.0028065,0.0008320,0.0013994,0.0418522,0.0056188,0.0123663,0.0052819,0.0212367,0.0133386,0.0018830,0.0046455,0.0026477,0.0006516,0.1334994,0.0049045,0.0205851,0.0055342,0.0006929,0.0016697,0.0529087,0.0037630,0.0115207,0.0033569,0.0142015,0.0196608,0.0013891,0.0048507,0.0064872,0.0011796,0.1332142,0.0029482,0.0130219,0.0086138,0.0005773,0.0020378,0.0703436,0.0026661,0.0102570,0.0018092,0.0104772,0.0336062,0.0008347,0.0050445,0.0096021,0.0019305,0.1316194,0.0013542,0.0085468,0.1162959,0.0016386,0.0090414,0.0115583,0.0004003,0.0025185
1006,0.0605400,0.1423471,0.0010285,0.0020404,0.0051197,0.0115884,0.0189889,0.0064615,0.0113970,0.0011180,0.0009545,0.0010413,0.0144196,0.0570072,0.0039236,0.0026830,0.0033509,0.0002527,0.0002183,0.1059203,0.0141669,0.0567889,0.0080390,0.0293759,0.0063884,0.0022967,0.0034909,0.0004315,0.0003222,0.1057936,0.0077723,0.0290537,0.0014447,0.0008010,0.0010773,0.0338185,0.0047641,0.0106489,0.0054892,0.0174482,0.0146516,0.0018759,0.0038010,0.0016516,0.0004761,0.1054322,0.0052075,0.0169721,0.0045072,0.0005936,0.0012584,0.0438934,0.0039428,0.0095116,0.0033414,0.0124625,0.0181843,0.0012266,0.0039872,0.0043899,0.0007300,0.1044564,0.0028497,0.0117325,0.0074055,0.0004507,0.0014212,0.0760483,0.0027201,0.0089712,0.0017183,0.0094980,0.0290392,0.0008325,0.0041073,0.0101804,0.0012119,0.1044564,0.0013409,0.0082861,0.0946130,0.0014789,0.0080465,0.0133816,0.0003846,0.0017339
1007,0.0297126,0.2137940,0.0010359,0.0020621,0.0048815,0.0081906,0.0098649,0.0058261,0.0080944,0.0013020,0.0008298,0.0010923,0.0134928,0.0236835,0.0039797,0.0023704,0.0033277,0.0002665,0.0002250,0.0347251,0.0132263,0.0234586,0.0073899,0.0148871,0.0063489,0.0018417,0.0034265,0.0007636,0.0003375,0.0344843,0.0070629,0.0145497,0.0022818,0.0006970,0.0011831,0.0153534,0.0043850,0.0076775,0.0055865,0.0121253,0.0073714,0.0016393,0.0034699,0.0011970,0.0004652,0.0344843,0.0052777,0.0116601,0.0026547,0.0006199,0.0012326,0.0176721,0.0030380,0.0075471,0.0029708,0.0094894,0.0107705,0.0011305,0.0035399,0.0036771,0.0007210,0.0339560,0.0026048,0.0087683,0.0049477,0.0005332,0.0013529,0.0214489,0.0021666,0.0071629,0.0017224,0.0075294,0.0166915,0.0009238,0.0036184,0.0062942,0.0011745,0.0311910,0.0012042,0.0063549,0.0298184,0.0015829,0.0065198,0.0095068,0.0003790,0.0016521
1008,0.0434823,0.1969868,0.0010005,0.0019732,0.0049907,0.0097585,0.0108572,0.0057525,0.0094206,0.0011836,0.0008483,0.0010334,0.0144547,0.0374214,0.0037067,0.0023720,0.0032636,0.0002981,0.0002419,0.0877524,0.0142412,0.0371795,0.0089944,0.0192719,0.0068388,0.0018350,0.0034040,0.0004448,0.0003186,0.0877524,0.0087796,0.0189534,0.0017921,0.0006726,0.0010991,0.0237390,0.0043089,0.0090582,0.0043797,0.0138387,0.0100227,0.0015898,0.0035962,0.0020518,0.0004638,0.0877524,0.0041662,0.0133749,0.0056154,0.0005974,0.0012694,0.0404188,0.0031540,0.0082027,0.0029913,0.0101965,0.0152990,0.0013253,0.0037021,0.0057371,0.0007933,0.0877524,0.0028075,0.0094032,0.0073805,0.0004906,0.0014996,0.0630776,0.0023544,0.0076270,0.0019001,0.0078038,0.0241846,0.0008733,0.0038366,0.0091453,0.0013866,0.0826513,0.0014238,0.0064172,0.0712824,0.0015163,0.0067717,0.0101454,0.0002774,0.0018597
1009,0.0496954,0.1444158,0.0009728,0.0018639,0.0046429,0.0120664,0.0165814,0.0050780,0.0108722,0.0010674,0.0009229,0.0009825,0.0108934,0.0727873,0.0038992,0.0024155,0.0031229,0.0002280,0.0001976,0.1822316,0.0107092,0.0725896,0.0076104,0.0260039,0.0086658,0.0021715,0.0034950,0.0006267,0.0003364,0.1818329,0.0072875,0.0256675,0.0025649,0.0007527,0.0011388,0.0348995,0.0047376,0.0099111,0.0054433,0.0176027,0.0128337,0.0016617,0.0035942,0.0013113,0.0004704,0.1812553,0.0050807,0.0171323,0.0040058,0.0005752,0.0012684,0.0588680,0.0037978,0.0096329,0.0035748,0.0126182,0.0183676,0.0012037,0.0037423,0.0044912,0.0007143,0.1812553,0.0033468,0.0119039,0.0059989,0.0004675,0.0014078,0.1106829,0.0025389,0.0089134,0.0018902,0.0091234,0.0326957,0.0007485,0.0039651,0.0091696,0.0011969,0.1753378,0.0014068,0.0079265,0.1633056,0.0014783,0.0077833,0.0116290,0.0003346,0.0017062
1010,0.0449126,0.0972891,0.0007050,0.0012455,0.0027898,0.0046755,0.0050038,0.0039439,0.0046276,0.0007703,0.0006408,0.0007123,0.0081869,0.0116657,0.0020838,0.0016292,0.0018779,0.0002304,0.0001754,0.0152272,0.0080565,0.0114903,0.0049104,0.0086454,0.0027299,0.0014247,0.0019180,0.0003265,0.0002423,0.0151716,0.0047121,0.0084031,0.0009303,0.0005959,0.0007311,0.0070854,0.0030760,0.0045045,0.0038490,0.0068346,0.0038780,0.0011595,0.0019627,0.0006264,0.0003345,0.0149761,0.0035597,0.0065000,0.0013384,0.0004587,0.0007632,0.0084895,0.0024955,0.0043307,0.0022624,0.0056022,0.0050917,0.0008664,0.0020036,0.0013573,0.0004440,0.0148317,0.0018182,0.0051582,0.0027784,0.0003975,0.0008081,0.0111215,0.0019259,0.0041619,0.0013062,0.0044507,0.0069389,0.0006611,0.0020585,0.0027143,0.0006503,0.0148008,0.0009570,0.0038004,0.0134822,0.0011500,0.0038294,0.0036570,0.0002118,0.0009168
1011,0.0111575,0.0618243,0.0007192,0.0012554,0.0026760,0.0044111,0.0054255,0.0036520,0.0043905,0.0007796,0.0006643,0.0007281,0.0089617,0.0128609,0.0020726,0.0016079,0.0018566,0.0001884,0.0001804,0.0208631,0.0088013,0.0126805,0.0052338,0.0088549,0.0024734,0.0014674,0.0018793,0.0003153,0.0002423,0.0208151,0.0049779,0.0086126,0.0009181,0.0006088,0.0007392,0.0066094,0.0032442,0.0043181,0.0042098,0.0069643,0.0037015,0.0014086,0.0018999,0.0005111,0.0003216,0.0207916,0.0039539,0.0066427,0.0011927,0.0005865,0.0007525,0.0088633,0.0027287,0.0042495,0.0024304,0.0055738,0.0047426,0.0010449,0.0019321,0.0011897,0.0004417,0.0204994,0.0019362,0.0051321,0.0018488,0.0004316,0.0007876,0.0132465,0.0020487,0.0041065,0.0015112,0.0044089,0.0086538,0.0007515,0.0019922,0.0027211,0.0006363,0.0198788,0.0011600,0.0037726,0.0195475,0.0014483,0.0037663,0.0032496,0.0003368,0.0008897
1012,0.0110417,0.0753812,0.0007389,0.0012975,0.0029211,0.0052741,0.0066704,0.0038624,0.0051709,0.0008526,0.0006707,0.0007572,0.0087243,0.0135595,0.0023313,0.0016410,0.0019781,0.0002329,0.0002128,0.0169795,0.0085282,0.0133467,0.0050880,0.0108583,0.0032007,0.0013395,0.0020308,0.0004154,0.0002878,0.0168388,0.0048752,0.0105704,0.0011548,0.0005965,0.0007808,0.0094567,0.0028046,0.0049672,0.0034714,0.0080345,0.0050354,0.0012461,0.0020795,0.0006505,0.0003559,0.0167068,0.0032022,0.0076785,0.0018208,0.0005614,0.0008095,0.0113259,0.0025019,0.0047620,0.0025746,0.0062980,0.0066181,0.0010648,0.0021287,0.0015685,0.0004716,0.0163321,0.0022136,0.0058264,0.0024408,0.0004544,0.0008537,0.0122937,0.0020905,0.0045570,0.0014503,0.0049758,0.0088520,0.0007536,0.0021948,0.0024880,0.0006723,0.0157857,0.0010024,0.0043035,0.0147618,0.0012836,0.0041944,0.0038054,0.0003692,0.0009601
1013,0.0065338,0.0699733,0.0008354,0.0014853,0.0033840,0.0059618,0.0062387,0.0056162,0.0059443,0.0008530,0.0008225,0.0008370,0.0156291,0.0206085,0.0023892,0.0021153,0.0022364,0.0002652,0.0002058,0.0271755,0.0154664,0.0204026,0.0071082,0.0126968,0.0035751,0.0017588,0.0023091,0.0004110,0.0002748,0.0272779,0.0068119,0.0124220,0.0011859,0.0006650,0.0008642,0.0087665,0.0037999,0.0057094,0.0048027,0.0095371,0.0043648,0.0014802,0.0023559,0.0007207,0.0003708,0.0270227,0.0044975,0.0091662,0.0014255,0.0005186,0.0008916,0.0109544,0.0032251,0.0054924,0.0029805,0.0072821,0.0059632,0.0011251,0.0024170,0.0015011,0.0005061,0.0270227,0.0026119,0.0067760,0.0024909,0.0004633,0.0009359,0.0183040,0.0021805,0.0052633,0.0014820,0.0057088,0.0119411,0.0008142,0.0025010,0.0038423,0.0007480,0.0255260,0.0011532,0.0049608,0.0242774,0.0013983,0.0048383,0.0043409,0.0002942,0.0010683
1014,0.0027349,0.0487400,0.0008467,0.0015230,0.0035725,0.0067805,0.0090728,0.0053738,0.0066567,0.0009333,0.0008010,0.0008537,0.0160374,0.0261763,0.0027999,0.0021825,0.0023443,0.0002702,0.0002368,0.0359301,0.0157672,0.0259394,0.0080540,0.0149616,0.0046395,0.0017774,0.0024484,0.0004119,0.0003022,0.0358559,0.0078680,0.0146594,0.0012638,0.0007139,0.0008783,0.0138313,0.0040897,0.0063626,0.0046890,0.0112341,0.0063445,0.0014626,0.0024954,0.0007132,0.0003775,0.0355317,0.0044655,0.0108565,0.0016228,0.0006340,0.0009137,0.0186370,0.0029874,0.0061894,0.0022495,0.0083453,0.0091181,0.0012441,0.0025781,0.0016373,0.0005321,0.0352289,0.0018356,0.0078133,0.0036205,0.0004674,0.0009816,0.0253911,0.0019599,0.0058836,0.0016107,0.0063400,0.0130076,0.0008873,0.0026845,0.0033756,0.0007810,0.0341687,0.0011591,0.0055590,0.0310904,0.0014803,0.0053502,0.0043766,0.0003521,0.0011253
1015,0.0412244,0.0865979,0.0007088,0.0012719,0.0030003,0.0052732,0.0063340,0.0035292,0.0050772,0.0007809,0.0006321,0.0007258,0.0103279,0.0133120,0.0022883,0.0015523,0.0019873,0.0002056,0.0001830,0.0175687,0.0101625,0.0131290,0.0056315,0.0097935,0.0028981,0.0013526,0.0020235,0.0003804,0.0002601,0.0174690,0.0053528,0.0095334,0.0010061,0.0005746,0.0007511,0.0076475,0.0027585,0.0049817,0.0036377,0.0078146,0.0039447,0.0011324,0.0020832,0.0006073,0.0003409,0.0172695,0.0033661,0.0074737,0.0016527,0.0004753,0.0007919,0.0090451,0.0023036,0.0047689,0.0022257,0.0061164,0.0055162,0.0009618,0.0021408,0.0013225,0.0004648,0.0170418,0.0018836,0.0056516,0.0021322,0.0004054,0.0008479,0.0121530,0.0017485,0.0045474,0.0011770,0.0048452,0.0079424,0.0006611,0.0022045,0.0028431,0.0006782,0.0165044,0.0008164,0.0041670,0.0158150,0.0010818,0.0041574,0.0035083,0.0002649,0.0009622
1016,0.0121427,0.0636605,0.0007074,0.0012264,0.0027198,0.0051357,0.0073250,0.0040102,0.0048777,0.0008120,0.0006686,0.0007165,0.0097497,0.0173273,0.0024460,0.0016173,0.0018718,0.0002231,0.0001740,0.0226765,0.0096376,0.0171533,0.0049655,0.0099269,0.0033805,0.0013737,0.0019265,0.0004145,0.0002540,0.0225905,0.0047274,0.0096729,0.0012065,0.0005901,0.0007535,0.0094748,0.0031079,0.0047480,0.0039930,0.0078591,0.0047329,0.0011430,0.0019689,0.0005909,0.0003346,0.0222986,0.0037549,0.0075245,0.0015287,0.0004857,0.0007785,0.0132238,0.0025105,0.0045607,0.0024983,0.0060075,0.0084111,0.0010568,0.0020195,0.0013723,0.0004518,0.0215172,0.0021166,0.0055557,0.0029335,0.0004492,0.0008235,0.0154012,0.0018975,0.0043797,0.0014004,0.0047089,0.0097705,0.0007499,0.0020835,0.0035800,0.0006562,0.0215172,0.0009736,0.0040527,0.0199422,0.0012789,0.0040113,0.0043452,0.0003467,0.0009297
1017,0.0088325,0.0849902,0.0007699,0.0013783,0.0033172,0.0065142,0.0079879,0.0041665,0.0061438,0.0008829,0.0007048,0.0007866,0.0119122,0.0177367,0.0025993,0.0017740,0.0021871,0.0002286,0.0002127,0.0230527,0.0116874,0.0175240,0.0050415,0.0122868,0.0043601,0.0014692,0.0022866,0.0004110,0.0002825,0.0228703,0.0048167,0.0120043,0.0014040,0.0006215,0.0008357,0.0108873,0.0030145,0.0057817,0.0037383,0.0092815,0.0055275,0.0012692,0.0023544,0.0007036,0.0003632,0.0228548,0.0033894,0.0089183,0.0017992,0.0005235,0.0008775,0.0123169,0.0025094,0.0054904,0.0024310,0.0072151,0.0068579,0.0009703,0.0024219,0.0013366,0.0005076,0.0222884,0.0022444,0.0067075,0.0023478,0.0004215,0.0009398,0.0159856,0.0019431,0.0052182,0.0014579,0.0056401,0.0093907,0.0007297,0.0025046,0.0033470,0.0007443,0.0222023,0.0012242,0.0048958,0.0189555,0.0012613,0.0047834,0.0045202,0.0003256,0.0010751
1018,0.0067240,0.0782606,0.0009093,0.0016618,0.0038922,0.0070005,0.0081488,0.0050601,0.0068265,0.0010151,0.0008247,0.0009238,0.0114992,0.0208507,0.0029786,0.0021293,0.0025961,0.0002660,0.0002137,0.0276275,0.0113159,0.0206370,0.0078202,0.0145702,0.0041259,0.0019119,0.0026476,0.0005932,0.0003122,0.0276275,0.0075310,0.0142580,0.0012885,0.0007514,0.0009491,0.0098551,0.0041880,0.0066002,0.0052838,0.0107929,0.0058580,0.0015693,0.0027196,0.0007210,0.0004144,0.0274825,0.0049451,0.0103784,0.0020735,0.0006514,0.0010033,0.0143108,0.0034784,0.0062884,0.0035818,0.0083676,0.0072650,0.0013197,0.0027817,0.0016640,0.0005645,0.0270062,0.0031769,0.0078031,0.0025162,0.0005268,0.0010511,0.0200380,0.0028611,0.0060633,0.0019126,0.0065179,0.0130173,0.0008517,0.0028723,0.0035885,0.0008265,0.0243410,0.0014991,0.0056914,0.0245358,0.0017150,0.0055727,0.0045517,0.0003979,0.0011977
1019,0.0034440,0.0501732,0.0008792,0.0016118,0.0038715,0.0072568,0.0078735,0.0058830,0.0072614,0.0009272,0.0008363,0.0008834,0.0197892,0.0365564,0.0027181,0.0023095,0.0025089,0.0002537,0.0001974,0.0505322,0.0195355,0.0363590,0.0099718,0.0183778,0.0039704,0.0019824,0.0025870,0.0003765,0.0002872,0.0503498,0.0096605,0.0180906,0.0013371,0.0007579,0.0009150,0.0158706,0.0046575,0.0069216,0.0058403,0.0132204,0.0075676,0.0016230,0.0026745,0.0008573,0.0003927,0.0502255,0.0055051,0.0128277,0.0019422,0.0006847,0.0009590,0.0211442,0.0035365,0.0066867,0.0026620,0.0092624,0.0094951,0.0012571,0.0027753,0.0012887,0.0005420,0.0502221,0.0021821,0.0087204,0.0031369,0.0005385,0.0010314,0.0310224,0.0021262,0.0063884,0.0020408,0.0069155,0.0152623,0.0008924,0.0028703,0.0048278,0.0008087,0.0485299,0.0014757,0.0061068,0.0446340,0.0016821,0.0057938,0.0072224,0.0003484,0.0011881
1020,0.0283754,0.0876449,0.0006954,0.0012438,0.0029904,0.0054611,0.0066729,0.0035536,0.0051016,0.0008931,0.0006211,0.0007460,0.0090167,0.0154830,0.0025747,0.0015091,0.0020100,0.0002249,0.0002174,0.0251014,0.0087918,0.0152655,0.0057394,0.0107273,0.0037180,0.0013265,0.0020547,0.0004047,0.0002728,0.0250129,0.0054836,0.0104545,0.0010820,0.0005846,0.0007661,0.0106285,0.0028345,0.0049791,0.0031572,0.0080032,0.0057774,0.0010199,0.0020916,0.0006588,0.0003409,0.0247889,0.0029581,0.0076623,0.0015646,0.0004974,0.0007882,0.0154025,0.0019116,0.0047964,0.0021916,0.0063235,0.0086570,0.0009116,0.0021343,0.0012480,0.0004519,0.0247889,0.0017839,0.0058716,0.0021919,0.0004310,0.0008314,0.0181904,0.0016535,0.0046303,0.0014705,0.0049634,0.0124640,0.0006592,0.0022079,0.0046037,0.0006775,0.0233520,0.0010273,0.0042859,0.0219086,0.0013082,0.0042379,0.0063080,0.0003508,0.0009589
1021,0.0106746,0.0755233,0.0006811,0.0011880,0.0025992,0.0045260,0.0059029,0.0032629,0.0044449,0.0007530,0.0006028,0.0006924,0.0088158,0.0131732,0.0020791,0.0014535,0.0017923,0.0002426,0.0002052,0.0220393,0.0086321,0.0129680,0.0056048,0.0097211,0.0025611,0.0013870,0.0018090,0.0003966,0.0002594,0.0219764,0.0054210,0.0094617,0.0008882,0.0005727,0.0007038,0.0073042,0.0030963,0.0044038,0.0040223,0.0074151,0.0033865,0.0012258,0.0018449,0.0006068,0.0003189,0.0217188,0.0036976,0.0070962,0.0011757,0.0005258,0.0007259,0.0113976,0.0023002,0.0042497,0.0022745,0.0057255,0.0056271,0.0009807,0.0018836,0.0010097,0.0004253,0.0217188,0.0018081,0.0053002,0.0020303,0.0004102,0.0007672,0.0165491,0.0017583,0.0040940,0.0014668,0.0044494,0.0087208,0.0007202,0.0019402,0.0026786,0.0006116,0.0215678,0.0011635,0.0038378,0.0193318,0.0011446,0.0037605,0.0036025,0.0002625,0.0008655
1022,0.0057686,0.0842611,0.0007627,0.0013280,0.0028454,0.0046134,0.0051436,0.0042247,0.0045951,0.0008020,0.0007314,0.0007651,0.0096548,0.0115149,0.0021384,0.0018372,0.0019523,0.0002299,0.0002070,0.0148349,0.0094465,0.0113079,0.0068793,0.0090656,0.0022398,0.0015783,0.0019648,0.0003974,0.0002743,0.0146902,0.0065916,0.0087913,0.0008844,0.0006428,0.0007754,0.0055336,0.0036752,0.0045739,0.0049481,0.0073623,0.0030418,0.0013679,0.0019904,0.0005533,0.0003453,0.0145311,0.0045875,0.0070170,0.0009528,0.0005798,0.0007864,0.0068095,0.0028995,0.0044896,0.0026529,0.0059054,0.0039112,0.0011210,0.0020307,0.0008521,0.0004547,0.0145311,0.0023740,0.0054507,0.0014124,0.0004867,0.0008236,0.0093696,0.0021971,0.0043161,0.0015213,0.0046689,0.0053431,0.0007712,0.0020939,0.0024253,0.0006533,0.0145311,0.0011780,0.0040156,0.0134863,0.0012981,0.0039783,0.0025534,0.0003247,0.0009273
1023,0.0041826,0.0704931,0.0009828,0.0018592,0.0044678,0.0078679,0.0089246,0.0060967,0.0078503,0.0010478,0.0009282,0.0009909,0.0127386,0.0258492,0.0031863,0.0025982,0.0029554,0.0002390,0.0002084,0.0401898,0.0125214,0.0256408,0.0077866,0.0172333,0.0044585,0.0019871,0.0030189,0.0004984,0.0003271,0.0401898,0.0074714,0.0169062,0.0013976,0.0007135,0.0010368,0.0121050,0.0046410,0.0075322,0.0048284,0.0125433,0.0061288,0.0016739,0.0030930,0.0008497,0.0004341,0.0401093,0.0044553,0.0121091,0.0020543,0.0006213,0.0010852,0.0169243,0.0034080,0.0072846,0.0033494,0.0096135,0.0080714,0.0012696,0.0031676,0.0015767,0.0006029,0.0396175,0.0028495,0.0090106,0.0025369,0.0004681,0.0011569,0.0216553,0.0027134,0.0069276,0.0020313,0.0075022,0.0161709,0.0008475,0.0032677,0.0056309,0.0009259,0.0387848,0.0014747,0.0065763,0.0371076,0.0015789,0.0063875,0.0071004,0.0003871,0.0013412
1024,0.0034098,0.0471198,0.0008693,0.0015748,0.0036728,0.0065525,0.0066422,0.0063408,0.0065528,0.0008924,0.0008503,0.0008694,0.0235103,0.0388029,0.0025134,0.0023250,0.0024096,0.0002410,0.0002319,0.0611685,0.0232861,0.0385710,0.0077171,0.0164143,0.0037219,0.0019601,0.0024770,0.0004028,0.0003013,0.0610672,0.0074367,0.0161130,0.0011742,0.0007765,0.0008917,0.0123724,0.0044800,0.0064176,0.0051035,0.0114812,0.0046848,0.0015477,0.0025218,0.0006124,0.0003872,0.0608806,0.0048793,0.0110941,0.0015045,0.0006384,0.0009292,0.0199764,0.0034295,0.0063121,0.0034577,0.0084975,0.0082340,0.0012254,0.0026030,0.0013308,0.0005413,0.0603586,0.0030294,0.0079563,0.0025396,0.0004845,0.0010013,0.0391515,0.0023864,0.0059708,0.0020145,0.0064381,0.0177820,0.0008690,0.0027067,0.0032508,0.0007884,0.0601370,0.0012601,0.0056497,0.0490049,0.0016605,0.0054071,0.0060722,0.0002969,0.0011420
1025,0.0191932,0.0994253,0.0008104,0.0014680,0.0033748,0.0056956,0.0063564,0.0048016,0.0055981,0.0009129,0.0007283,0.0008243,0.0112374,0.0146932,0.0025935,0.0019295,0.0022328,0.0002500,0.0002233,0.0182409,0.0110072,0.0144699,0.0057232,0.0110429,0.0029965,0.0015256,0.0022762,0.0003932,0.0003002,0.0181557,0.0055157,0.0107427,0.0011107,0.0006297,0.0008446,0.0075716,0.0032519,0.0054847,0.0044617,0.0088563,0.0040277,0.0012882,0.0023081,0.0006231,0.0003748,0.0181557,0.0042145,0.0084815,0.0014140,0.0005451,0.0008766,0.0090587,0.0029052,0.0053698,0.0023158,0.0069747,0.0061646,0.0010698,0.0023738,0.0011779,0.0005036,0.0176361,0.0020367,0.0064711,0.0018280,0.0004889,0.0009248,0.0117897,0.0019543,0.0051111,0.0016530,0.0055063,0.0069468,0.0008379,0.0024461,0.0036015,0.0007424,0.0176361,0.0011649,0.0047640,0.0142546,0.0014863,0.0046962,0.0043003,0.0003025,0.0010635
