OID_,LABEL,CLASS_1,CLASS_2,CLASS_3,CLASS_4,CLASS_5,CLASS_6,CLASS_7,CLASS_8,CLASS_9,CLASS_10,CLASS_11,CLASS_12,CLASS_13,CLASS_14,CLASS_15,CLASS_16,CLASS_17,CLASS_18,CLASS_19,CLASS_20,CLASS_21,CLASS_22,CLASS_23,CLASS_24,CLASS_25,CLASS_26,CLASS_27,CLASS_28,CLASS_29,CLASS_30,CLASS_31,CLASS_32
163,OBJEC_182,0,0,0,0,0,1,16,118,857,3199,8657,15926,21969,23388,18136,10820,4995,1821,927,274,84,34,0,0,0,0,0,0,0,0,0,0
164,OBJEC_183,0,0,0,0,0,1,14,224,1175,4088,9727,18211,23006,24332,17189,8466,3386,1053,295,48,7,0,0,0,0,0,0,0,0,0,0,0
165,OBJEC_184,0,0,0,0,0,1,35,283,1773,6185,13811,21295,23421,19818,13274,6658,2448,1095,625,323,148,29,0,0,0,0,0,0,0,0,0,0
166,OBJEC_185,0,0,0,0,0,4,5,31,288,1230,3494,7828,13523,20057,23786,21550,12334,4828,1558,519,162,25,0,0,0,0,0,0,0,0,0,0
167,OBJEC_186,0,0,0,3,5,19,51,189,533,1530,3468,7133,12049,19003,22551,21322,12830,5916,2581,1113,431,137,25,0,0,0,0,0,0,0,0,0
168,OBJEC_187,0,0,0,1,1,12,163,1228,6172,15994,26018,30526,18970,9228,2273,290,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,OBJEC_188,0,0,0,0,0,7,85,831,4548,13513,26271,32502,22567,9415,1698,116,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,OBJEC_189,0,0,0,0,0,0,9,50,412,1897,5234,10805,16764,23567,24493,16778,7527,2280,635,269,132,37,0,0,0,0,0,0,0,0,0,0
171,OBJEC_190,0,0,0,0,0,6,34,310,1855,6680,14932,23483,25468,21142,11655,4313,1067,213,51,13,0,0,0,0,0,0,0,0,0,0,0,0
172,OBJEC_191,0,0,0,0,0,2,40,320,1728,5785,13411,23495,29462,23573,10381,2524,421,73,7,0,0,0,0,0,0,0,0,0,0,0,0,0
173,OBJEC_192,0,0,0,0,0,2,14,220,1472,5468,12590,21779,25488,22277,12424,5652,2288,790,233,120,60,12,0,0,0,0,0,0,0,0,0,0
174,OBJEC_193,0,0,0,0,0,6,46,493,2764,8181,16930,25449,24491,18837,10802,3004,473,44,23,11,2,0,0,0,0,0,0,0,0,0,0,0
175,OBJEC_194,0,0,0,0,0,6,63,509,2555,8466,17556,25431,24919,18246,8989,3451,833,169,28,1,0,0,0,0,0,0,0,0,0,0,0,0
176,OBJEC_195,0,0,0,0,1,1,25,215,1477,5581,13421,22430,25289,22157,12554,5078,1747,597,206,81,18,11,0,0,0,0,0,0,0,0,0,0
177,OBJEC_196,0,0,0,0,0,2,1,45,271,1244,3975,9015,15808,22967,24669,19499,9741,3363,820,119,17,0,0,0,0,0,0,0,0,0,0,0
178,OBJEC_197,0,0,0,0,0,2,18,195,1048,3383,7832,15117,20049,22580,18179,11079,5736,2933,1571,745,267,89,48,17,1,0,0,0,0,0,0,0
179,OBJEC_198,0,0,0,0,0,5,24,220,1489,5549,13129,21862,24084,21236,13941,6884,2047,573,147,32,0,0,0,0,0,0,0,0,0,0,0,0
180,OBJEC_199,0,0,0,0,2,3,26,239,1345,4779,11327,19261,23198,21505,13509,7090,4103,2310,1274,531,251,109,27,0,0,0,0,0,0,0,0,0
181,OBJEC_201,0,0,0,0,0,1,27,310,1845,6357,14612,22929,25479,20933,11635,4759,1515,403,77,7,0,0,0,0,0,0,0,0,0,0,0,0
182,OBJEC_202,0,0,0,0,0,3,29,300,1869,6547,14532,24030,26044,20338,10240,4242,1528,733,305,126,23,0,0,0,0,0,0,0,0,0,0,0
183,OBJEC_203,0,0,0,0,0,0,2,35,209,1079,3697,8812,15608,22827,24461,19012,9464,3470,1298,509,221,103,62,19,1,0,0,0,0,0,0,0
184,OBJEC_204,0,0,0,0,0,3,20,318,1533,5277,12093,19370,22242,20160,14393,8203,3570,1737,803,417,323,289,132,6,0,0,0,0,0,0,0,0
185,OBJEC_205,0,0,0,0,0,10,87,991,4828,13489,23252,27868,20899,13488,5268,932,95,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
186,OBJEC_207,0,0,0,0,0,1,21,201,1168,4285,9625,16729,20666,21262,16510,10758,6339,2749,733,146,29,0,0,0,0,0,0,0,0,0,0,0
187,OBJEC_208,0,0,0,0,0,4,23,282,1522,5777,14190,22988,25319,21790,12212,5093,1462,414,129,17,0,0,0,0,0,0,0,0,0,0,0,0
188,OBJEC_210,0,0,0,0,3,12,133,1422,6529,16998,28966,31161,18679,6307,963,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,OBJEC_211,0,0,0,0,1,0,19,209,1567,5684,13350,22414,25820,22749,12968,4877,1267,246,49,2,0,0,0,0,0,0,0,0,0,0,0,0
190,OBJEC_213,0,0,0,0,0,0,9,95,559,2395,6212,12674,18846,24583,22343,13792,5995,2230,721,249,93,21,16,18,20,13,5,0,0,0,0,0
191,OBJEC_214,0,0,0,0,0,0,7,43,325,1585,4900,10921,19428,25811,24061,14767,6017,1993,691,233,79,28,0,0,0,0,0,0,0,0,0,0
192,OBJEC_215,0,0,0,0,1,1,28,260,1703,5959,13597,24070,30110,23748,9483,2138,347,54,26,18,11,2,0,0,0,0,0,0,0,0,0,0
193,OBJEC_217,0,0,0,1,0,6,100,828,4304,12519,22265,29353,23575,14127,3935,523,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,OBJEC_218,0,0,0,0,0,0,12,159,868,3155,7984,14462,19542,22400,19927,13021,6313,2449,675,189,58,8,0,0,0,0,0,0,0,0,0,0
195,OBJEC_219,0,0,0,0,2,2,13,43,186,849,2566,5811,10839,17393,21856,21509,15071,8388,3784,1493,669,288,106,21,0,0,0,0,0,0,0,0
196,OBJEC_220,0,0,0,0,1,3,67,619,3460,10211,19652,27196,23223,16133,7325,2526,426,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0
197,OBJEC_221,0,0,0,0,0,5,42,346,2035,7230,15971,25168,26447,20243,9869,3244,554,62,6,0,0,0,0,0,0,0,0,0,0,0,0,0
198,OBJEC_222,0,0,0,0,0,3,33,350,1772,5481,12011,21302,25137,23408,13978,5595,1657,427,68,0,0,0,0,0,0,0,0,0,0,0,0,0
199,OBJEC_223,0,0,0,0,0,5,63,527,3015,10425,21456,30670,26315,14577,3655,457,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,OBJEC_224,0,0,0,0,0,0,12,61,417,1813,5294,11466,18783,24842,23307,14749,6555,2621,730,200,35,4,0,0,0,0,0,0,0,0,0,0
201,OBJEC_225,0,0,0,0,0,3,42,323,1886,6999,15703,25160,27170,20464,9402,3139,896,257,84,27,1,0,0,0,0,0,0,0,0,0,0,0
202,OBJEC_226,0,0,0,0,2,8,129,1083,5412,15148,25724,29658,19686,9921,3341,629,115,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,OBJEC_227,0,0,0,0,1,0,45,446,1944,4279,6166,6593,7018,10242,14979,18355,18992,13355,5608,2144,762,209,68,16,0,0,0,0,0,0,0,0
204,OBJEC_228,0,0,0,0,0,1,62,510,2807,8686,18188,27045,25819,17427,7414,2753,699,138,7,0,0,0,0,0,0,0,0,0,0,0,0,0
205,OBJEC_229,0,0,0,0,0,0,3,25,190,860,2614,5608,9883,15914,21224,22463,18282,8995,3272,1101,309,97,39,10,0,0,0,0,0,0,0,0
206,OBJEC_231,0,0,0,0,0,4,30,299,1913,6352,14305,23754,25522,21269,11128,4361,1547,503,196,37,2,0,0,0,0,0,0,0,0,0,0,0
207,OBJEC_232,0,0,0,0,0,3,22,199,1066,3887,9418,16527,22192,24463,18142,9683,3732,1378,411,87,12,0,0,0,0,0,0,0,0,0,0,0
208,OBJEC_233,0,0,0,0,0,3,61,595,3532,10782,21022,28719,24238,14988,5644,1372,229,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0
209,OBJEC_234,0,0,0,0,1,5,68,602,2620,7313,13939,18738,19797,18432,14466,9018,3943,1273,490,145,35,4,0,0,0,0,0,0,0,0,0,0
210,OBJEC_235,0,0,0,0,0,0,43,439,2921,9438,19547,28858,26367,15552,5346,1710,552,106,10,0,0,0,0,0,0,0,0,0,0,0,0,0
211,OBJEC_236,0,0,0,0,0,1,12,148,934,3432,8391,16804,24810,25269,16351,8708,3825,1472,535,101,27,24,31,14,0,0,0,0,0,0,0,0
212,OBJEC_237,0,0,0,0,0,1,30,322,1756,5805,13176,22041,24352,21447,13116,6291,2289,746,158,26,0,0,0,0,0,0,0,0,0,0,0,0
213,OBJEC_238,0,0,0,0,0,7,56,616,3066,8649,17309,24659,24201,17633,8903,4021,1364,454,181,69,30,4,0,0,0,0,0,0,0,0,0,0
214,OBJEC_239,0,0,0,0,0,7,130,1135,5402,13044,20911,27639,21986,14219,4956,1062,330,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,OBJEC_240,0,0,0,0,0,6,67,323,1861,6650,15390,24609,26405,20683,10483,3769,878,92,6,0,0,0,0,0,0,0,0,0,0,0,0,0
216,OBJEC_241,0,0,0,0,0,2,30,328,1845,6735,15300,24012,25692,21058,10761,4077,1019,275,72,13,3,0,0,0,0,0,0,0,0,0,0,0
217,OBJEC_242,0,0,0,0,0,10,54,619,3277,10601,20992,29519,25470,14882,4443,895,112,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0
218,OBJEC_243,0,0,0,0,0,3,51,516,2458,6761,13613,21247,21223,19557,13386,7235,3192,1173,404,52,16,2,0,0,0,0,0,0,0,0,0,0
219,OBJEC_244,0,0,0,0,0,8,31,279,1755,6458,14745,24505,27414,22051,10242,2950,407,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0
220,OBJEC_245,0,0,0,0,0,2,44,273,1623,5819,13242,21832,24104,21856,13650,6163,1817,392,52,11,9,0,0,0,0,0,0,0,0,0,0,0
221,OBJEC_246,0,0,0,0,0,10,70,720,3887,11753,22464,30032,24497,13262,3884,607,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,OBJEC_247,0,0,0,0,0,1,7,62,364,1702,5386,12154,19157,24563,23114,15505,6285,1877,549,127,22,14,0,0,0,0,0,0,0,0,0,0
223,OBJEC_248,0,0,0,0,0,2,21,288,1616,5487,12379,21402,24348,22754,14269,5980,1861,438,43,1,0,0,0,0,0,0,0,0,0,0,0,0
224,OBJEC_250,0,0,0,0,1,1,10,113,826,2984,7813,14899,21912,25299,20062,10776,4496,1316,251,79,44,7,0,0,0,0,0,0,0,0,0,0
225,OBJEC_251,0,0,0,0,0,3,3,19,76,268,895,2207,4766,8808,14520,19812,20546,16365,10802,6477,3303,1369,480,155,15,0,0,0,0,0,0,0
226,OBJEC_252,0,0,0,0,3,22,198,1632,7876,19164,28319,29438,15348,6842,1958,349,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,OBJEC_254,0,0,0,0,1,12,117,1010,4660,11347,17848,23558,19023,16401,10966,4571,1257,88,22,8,0,0,0,0,0,0,0,0,0,0,0,0
228,OBJEC_255,0,0,0,0,0,1,5,54,408,2045,6277,12976,20554,26021,23026,13736,4570,987,189,40,0,0,0,0,0,0,0,0,0,0,0,0
229,OBJEC_257,0,0,0,0,1,3,24,218,1493,5832,13618,22287,24368,21238,12861,6069,2148,571,119,33,6,0,0,0,0,0,0,0,0,0,0,0
230,OBJEC_258,0,0,0,0,1,7,35,328,2182,7533,17060,26065,26019,19803,8932,2656,496,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0
231,OBJEC_259,0,0,0,0,0,2,17,107,717,3050,7661,14677,21143,24885,21072,11852,4247,1230,357,138,56,11,0,0,0,0,0,0,0,0,0,0
232,OBJEC_260,0,0,0,0,2,12,128,1288,6438,17088,27836,30931,18386,7313,1510,246,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,OBJEC_261,0,0,0,0,0,1,29,245,1534,5234,11867,20090,23438,21580,14372,7834,3310,1150,365,110,40,19,4,0,0,0,0,0,0,0,0,0
234,OBJEC_262,0,0,0,0,0,2,34,255,1504,5658,13060,21768,25012,22478,13682,5445,1345,387,161,87,11,0,0,0,0,0,0,0,0,0,0,0
235,OBJEC_264,0,0,0,0,0,2,104,930,4720,12916,21595,27563,21240,13892,6482,1680,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,OBJEC_265,0,0,0,0,0,2,33,318,1790,6421,14327,23479,25569,21249,11756,4395,1217,255,65,13,0,0,0,0,0,0,0,0,0,0,0,0
237,OBJEC_266,0,0,0,0,0,8,84,586,3374,11093,21781,29540,24951,14205,4669,1080,183,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,OBJEC_267,0,0,0,0,1,4,58,571,2773,6821,12317,16832,20755,22550,17153,8107,2569,592,102,17,0,0,0,0,0,0,0,0,0,0,0,0
239,OBJEC_268,0,0,0,0,0,1,39,311,1780,6380,15193,24517,26474,21275,10041,3433,997,304,111,23,10,0,0,0,0,0,0,0,0,0,0,0
240,OBJEC_269,0,0,0,0,0,0,1,13,98,549,1872,5097,10800,21228,29610,24759,11765,3816,907,253,98,15,8,0,0,0,0,0,0,0,0,0
241,OBJEC_270,0,0,0,0,0,0,2,25,217,1104,4028,9713,17563,25093,25501,17140,7131,2399,733,206,33,1,0,0,0,0,0,0,0,0,0,0
242,OBJEC_271,0,0,0,0,0,5,51,444,2542,8161,17496,26770,26790,18853,7450,1999,299,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0
243,OBJEC_272,0,0,0,0,0,0,21,153,936,3478,8518,16183,21577,23291,19453,11601,4635,1214,157,5,0,0,0,0,0,0,0,0,0,0,0,0
244,OBJEC_273,0,0,0,0,0,1,40,349,2121,7194,15518,24527,25081,20202,10149,4187,1181,400,152,89,28,3,0,0,0,0,0,0,0,0,0,0
245,OBJEC_274,0,0,0,0,0,0,14,189,740,2373,6161,12083,16840,21111,20924,16260,8679,3661,1366,578,194,48,1,0,0,0,0,0,0,0,0,0
246,OBJEC_275,0,0,0,0,0,4,44,524,2807,8290,16622,25700,26260,19886,8556,2269,244,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,OBJEC_276,0,0,0,0,0,0,3,18,138,709,2722,6594,13400,20869,25923,22979,12470,4316,1097,235,62,21,0,0,0,0,0,0,0,0,0,0
248,OBJEC_277,0,0,0,0,0,0,37,220,1254,4909,11586,19985,23927,21830,13760,8026,3569,1342,439,180,109,44,5,0,0,0,0,0,0,0,0,0
249,OBJEC_278,0,0,0,0,0,2,23,211,1339,5305,12377,20388,24367,22295,14050,6940,2287,645,205,68,45,65,76,75,77,46,3,0,0,0,0,0
250,OBJEC_279,0,0,0,0,0,2,54,433,2663,7942,14625,18701,16254,14093,11400,9465,7039,4316,2483,1232,415,88,17,0,0,0,0,0,0,0,0,0
251,OBJEC_280,0,0,0,0,0,14,135,1174,5384,13414,21945,27467,23106,13718,4285,872,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,OBJEC_281,0,0,0,0,0,0,8,53,433,1949,5698,12305,20107,25888,23558,14528,5142,1217,254,62,13,7,0,0,0,0,0,0,0,0,0,0
253,OBJEC_284,0,0,0,0,0,1,12,119,761,3188,8408,16353,22203,25016,19452,10570,3555,987,214,31,15,4,0,0,0,0,0,0,0,0,0,0
254,OBJEC_285,0,0,0,0,0,4,46,350,2150,7412,15842,23364,23728,18719,11076,5545,1904,568,154,25,2,0,0,0,0,0,0,0,0,0,0,0
255,OBJEC_287,0,0,0,0,0,0,18,125,838,3580,9521,17800,23223,24691,18072,9023,3080,731,177,10,0,0,0,0,0,0,0,0,0,0,0,0
256,OBJEC_288,0,0,0,0,0,2,13,100,544,2474,7204,14435,21445,25835,20739,11960,4567,1183,311,72,5,0,0,0,0,0,0,0,0,0,0,0
257,OBJEC_289,0,0,0,0,0,1,3,25,191,838,2436,5654,10288,16451,20718,20935,17012,9622,4173,1815,628,281,133,18,0,0,0,0,0,0,0,0
258,OBJEC_291,0,0,0,0,0,2,55,489,2660,7482,14048,23282,23589,21662,12176,4608,1072,90,7,0,0,0,0,0,0,0,0,0,0,0,0,0
259,OBJEC_293,0,0,0,0,0,8,124,954,4488,11212,18076,20880,18563,16338,12097,5898,1894,491,138,55,6,0,0,0,0,0,0,0,0,0,0,0
260,OBJEC_294,0,0,0,0,0,4,36,344,2122,7430,16313,25218,25602,19333,9763,3611,865,226,22,0,0,0,0,0,0,0,0,0,0,0,0,0
261,OBJEC_295,0,0,0,0,0,3,30,326,1996,7418,16747,25810,26145,19268,8721,3200,936,211,52,22,4,0,0,0,0,0,0,0,0,0,0,0
262,OBJEC_296,0,0,0,0,0,1,15,116,704,2905,7853,15084,21387,23807,19312,12266,5365,1523,405,95,18,19,14,0,0,0,0,0,0,0,0,0
263,OBJEC_297,0,0,0,0,0,2,11,126,761,2545,6479,12159,16884,19173,17699,14583,9540,5400,2849,1554,653,325,133,13,0,0,0,0,0,0,0,0
264,OBJEC_298,0,0,0,0,0,1,3,36,205,1093,3583,7936,14292,20548,23211,21270,12522,4551,1260,310,67,1,0,0,0,0,0,0,0,0,0,0
265,OBJEC_299,0,0,0,0,0,3,27,275,1784,6480,15030,24847,27584,22262,10254,2617,355,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,OBJEC_300,0,0,0,0,0,2,55,610,3254,10365,20945,30704,25577,15260,3973,450,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,OBJEC_301,0,0,0,0,0,1,28,139,695,2463,5673,10798,17294,22819,22154,15605,7505,3195,1346,649,345,134,44,2,0,0,0,0,0,0,0,0
268,OBJEC_302,0,0,0,0,0,1,5,43,292,1419,3977,7857,11967,16247,17685,16641,13176,8919,5544,3410,2013,1131,526,223,107,39,0,0,0,0,0,0
269,OBJEC_303,0,0,0,0,1,5,46,536,3162,10119,20675,28577,24658,15399,5973,1559,175,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,OBJEC_304,0,0,0,0,1,0,8,54,400,1891,5436,11446,19455,26566,24401,14360,4881,1609,510,144,55,5,0,0,0,0,0,0,0,0,0,0
271,OBJEC_305,0,0,0,0,0,4,36,332,1879,6628,15316,24572,26482,21206,10614,3150,616,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0
272,OBJEC_306,0,0,0,0,1,5,92,748,3599,9565,16669,23207,22428,19615,10516,3240,718,254,137,73,22,0,0,0,0,0,0,0,0,0,0,0
273,OBJEC_308,0,0,0,0,1,0,13,151,855,3096,7844,14403,20760,25712,20648,11291,4522,1218,291,80,4,0,0,0,0,0,0,0,0,0,0,0
274,OBJEC_310,0,0,0,0,0,10,192,1605,6995,15690,22675,23456,17091,12036,7338,3127,858,142,7,0,0,0,0,0,0,0,0,0,0,0,0,0
275,OBJEC_311,0,0,0,0,0,1,0,29,183,834,2751,6541,12541,19310,23004,21758,13869,6521,2638,849,224,77,56,30,6,0,0,0,0,0,0,0
276,OBJEC_312,0,0,0,0,0,1,9,99,841,3877,10269,19888,26027,26289,16861,6027,934,88,11,1,0,0,0,0,0,0,0,0,0,0,0,0
277,OBJEC_313,0,0,0,0,0,3,19,262,1558,4867,11423,20622,24316,24941,15522,5826,1571,257,35,0,0,0,0,0,0,0,0,0,0,0,0,0
278,OBJEC_314,0,0,0,0,0,4,80,659,3731,10847,19913,27103,21968,15026,8128,2944,648,159,12,0,0,0,0,0,0,0,0,0,0,0,0,0
279,OBJEC_316,0,0,0,0,0,0,24,135,900,3109,7615,13607,18927,21948,20032,14385,6774,2506,876,305,59,20,0,0,0,0,0,0,0,0,0,0
280,OBJEC_317,0,0,0,0,1,3,21,218,1194,3493,6943,9900,10942,13851,16374,17230,14670,8463,4091,1855,857,434,211,111,27,0,0,0,0,0,0,0
281,OBJEC_318,0,0,0,0,0,0,13,140,799,3244,8351,15193,20777,22260,17853,12003,6344,2575,932,218,78,61,42,6,0,0,0,0,0,0,0,0
282,OBJEC_319,0,0,0,0,0,1,27,259,1527,5358,12117,20599,22136,20881,14378,8180,3676,1251,358,94,20,17,10,0,0,0,0,0,0,0,0,0
283,OBJEC_320,0,0,0,0,1,14,252,1839,8656,18836,27627,28804,15485,7351,2323,363,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,OBJEC_321,0,0,0,0,0,4,38,257,1534,4722,10047,16891,19696,20621,16393,11037,6509,2559,536,44,1,0,0,0,0,0,0,0,0,0,0,0
285,OBJEC_322,0,0,0,0,3,7,93,711,3812,10630,19855,27331,24179,15798,6728,1773,281,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,OBJEC_323,0,0,0,0,0,1,20,159,814,2950,7391,14120,21162,25020,19102,9948,4979,2716,1374,707,348,217,135,57,2,0,0,0,0,0,0,0
287,OBJEC_324,0,0,0,0,0,1,72,649,3406,10331,19359,25729,22266,15543,8012,4101,1440,274,39,0,0,0,0,0,0,0,0,0,0,0,0,0
288,OBJEC_325,0,0,0,1,2,7,127,1168,5931,16272,27468,30780,18282,7842,2292,637,69,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
289,OBJEC_326,0,0,0,0,0,3,12,189,1020,3802,9698,17157,22372,23142,17114,9939,4463,1591,503,117,63,34,3,0,0,0,0,0,0,0,0,0
290,OBJEC_327,0,0,0,0,0,0,3,85,492,2158,5938,12299,18568,24766,23209,14991,6418,1447,340,102,60,13,0,0,0,0,0,0,0,0,0,0
291,OBJEC_328,0,0,0,0,0,0,26,175,990,3663,8445,14925,18482,19319,16157,12387,8062,4565,2306,1091,448,154,27,0,0,0,0,0,0,0,0,0
292,OBJEC_329,0,0,0,0,0,1,34,290,1674,6027,13726,23495,25219,21538,11927,4842,1512,458,107,29,6,4,0,0,0,0,0,0,0,0,0,0
293,OBJEC_330,0,0,0,0,0,0,2,7,94,537,1687,4068,7690,13981,20969,24543,19744,10791,4322,1772,800,349,175,24,1,0,0,0,0,0,0,0
294,OBJEC_331,0,0,0,0,0,25,333,2683,10629,20164,25464,25264,14517,7892,2734,654,120,173,122,83,32,0,0,0,0,0,0,0,0,0,0,0
295,OBJEC_332,0,0,0,0,0,0,11,106,646,2432,6662,13147,19994,24179,19831,12475,5997,2939,1313,662,291,166,38,0,0,0,0,0,0,0,0,0
296,OBJEC_333,0,0,0,0,1,4,52,405,2077,7019,15192,23867,25098,20286,11181,4414,1107,163,21,2,0,0,0,0,0,0,0,0,0,0,0,0
297,OBJEC_334,0,0,0,0,1,0,3,36,246,941,2772,6051,10239,15936,20640,21644,16062,9192,4437,1818,621,183,59,8,0,0,0,0,0,0,0,0
298,OBJEC_335,0,0,0,0,0,0,11,106,781,3007,7981,15117,21389,24133,19380,12237,4994,1424,271,55,3,0,0,0,0,0,0,0,0,0,0,0
299,OBJEC_336,0,0,0,0,0,1,23,225,1379,5191,12341,21416,25405,23334,13602,5808,1757,357,50,0,0,0,0,0,0,0,0,0,0,0,0,0
300,OBJEC_337,0,0,0,0,0,1,15,119,641,2522,5966,11364,16266,19242,18665,14877,10908,6604,2872,869,223,31,16,16,5,0,0,0,0,0,0,0
301,OBJEC_338,0,0,0,0,0,1,14,86,759,2525,6405,12524,18020,24849,23594,14658,5179,1421,631,186,28,9,0,0,0,0,0,0,0,0,0,0
302,OBJEC_339,0,0,0,0,0,3,10,144,1002,3363,7907,14906,19625,22636,19540,12661,5996,2368,848,370,117,49,10,1,0,0,0,0,0,0,0,0
303,OBJEC_341,0,0,0,0,0,1,23,287,1723,6344,14406,23439,25535,21184,11566,4755,1265,292,53,7,9,0,0,0,0,0,0,0,0,0,0,0
304,OBJEC_342,0,0,0,0,1,2,49,431,2396,7302,13893,19062,19416,18296,13885,8670,4321,2045,919,306,142,48,38,0,0,0,0,0,0,0,0,0
305,OBJEC_343,0,0,0,0,0,4,32,422,2073,6034,12293,20845,23103,21047,13236,6537,2627,1095,756,456,229,53,27,13,7,0,0,0,0,0,0,0
306,OBJEC_344,0,0,0,0,0,3,14,226,1232,4874,11730,20611,25305,23538,14557,6507,1947,310,28,7,0,0,0,0,0,0,0,0,0,0,0,0
307,OBJEC_345,0,0,0,0,0,16,82,723,3419,9722,18912,27289,23636,15950,7262,2859,783,186,45,5,0,0,0,0,0,0,0,0,0,0,0,0
308,OBJEC_346,0,0,0,0,0,1,38,358,2254,8088,17781,27478,27880,18856,6845,1186,116,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,OBJEC_348,0,0,0,0,1,2,33,265,1524,5380,12136,20354,23311,22210,14872,7925,2613,638,184,68,22,16,2,0,0,0,0,0,0,0,0,0
310,OBJEC_349,0,0,0,0,0,2,3,26,193,963,2764,6307,11577,18135,22026,20855,14813,8018,3581,1366,420,163,10,0,0,0,0,0,0,0,0,0
311,OBJEC_350,0,0,0,0,0,3,15,135,839,3682,9381,17928,23590,24820,18621,9315,2345,415,114,19,0,0,0,0,0,0,0,0,0,0,0,0
312,OBJEC_351,0,0,0,0,0,0,4,48,295,1329,3755,8601,14921,21600,24158,18804,11054,4530,1315,381,76,18,0,0,0,0,0,0,0,0,0,0
313,OBJEC_352,0,0,0,0,1,4,26,261,1570,5747,13500,22159,24834,22460,12904,5377,1751,439,131,49,9,0,0,0,0,0,0,0,0,0,0,0
314,OBJEC_353,0,0,0,0,0,1,22,151,744,2640,6517,12969,20503,24622,18912,11032,6292,3434,1601,845,373,282,139,76,66,1,0,0,0,0,0,0
315,OBJEC_354,0,0,0,0,0,0,12,136,815,2986,7001,14093,18732,22333,21305,14381,6728,1976,362,29,0,0,0,0,0,0,0,0,0,0,0,0
316,OBJEC_355,0,0,0,0,1,4,96,763,4021,12445,23579,30120,23865,12408,3456,439,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,OBJEC_356,0,0,0,0,0,1,4,35,184,856,2621,5647,10401,17227,22962,22841,16187,7667,3284,890,262,83,65,5,0,0,0,0,0,0,0,0
318,OBJEC_357,0,0,0,0,0,0,5,48,221,1116,3558,8390,15164,22742,25087,19004,10111,3998,1429,541,117,25,0,0,0,0,0,0,0,0,0,0
319,OBJEC_358,0,0,0,0,0,1,10,85,470,1877,5055,10668,18357,24884,23474,15378,7546,2851,644,142,47,51,15,1,0,0,0,0,0,0,0,0
320,OBJEC_359,0,0,0,0,1,13,87,878,4674,13867,25778,30934,22089,10284,2406,210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,OBJEC_360,0,0,0,0,0,0,2,79,422,1670,4937,10324,17319,24298,25601,17008,7168,1989,333,50,18,4,0,0,0,0,0,0,0,0,0,0
322,OBJEC_361,0,0,0,0,0,1,52,393,2412,8677,18715,28450,27522,18286,5849,832,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,OBJEC_363,0,0,0,0,0,1,20,253,1508,6020,13578,22241,24882,22144,13000,5208,1715,502,116,33,1,0,0,0,0,0,0,0,0,0,0,0
324,OBJEC_365,0,0,0,0,0,1,3,44,263,1035,3372,7720,14102,20961,22779,18080,11117,6298,2982,1442,698,270,49,6,0,0,0,0,0,0,0,0
325,OBJEC_366,0,0,0,0,2,3,58,714,3394,8753,14323,18906,17043,16283,13198,9260,5315,2547,1092,291,39,1,0,0,0,0,0,0,0,0,0,0
326,OBJEC_367,0,0,0,0,1,1,21,300,1755,6591,15174,25490,26566,20363,10098,3261,877,198,85,53,48,7,0,0,0,0,0,0,0,0,0,0
327,OBJEC_368,0,0,0,0,0,1,14,73,482,2105,5960,12335,19156,24623,22971,14910,6086,1785,575,126,19,1,0,0,0,0,0,0,0,0,0,0
