OID_,vh_raw,vv_raw,zonal_0304_10m_p5,zonal_0304_10m_p25,zonal_0304_10m_p75,zonal_0304_10m_p95,Point_ID,S1_pixel_ID,orig_S1_pixel_ID,VV_GLCM_cor,VV_GLCM_mean,VV_GLCM_var,VH_GLCM_mean,VH_GLCM_cor,VH_GLCM_var,zonal_0304_5m_p95_max,zonal_0304_5m_p95_min,zonal_0304_5m_p95_mean,zonal_0304_5m_p5_max,zonal_0304_5m_p5_min,zonal_0304_5m_p5_mean,zonal_0304_5m_range_max,zonal_0304_5m_range_min,zonal_0304_5m_range_mean,zonal_0304_5m_min_max,zonal_0304_5m_min_mean,zonal_0304_5m_med_max,zonal_0304_5m_med_min,zonal_0304_5m_med_mean,zonal_0304_5m_max_min,zonal_0304_5m_max_mean,zonal_0304_2m_max_min,zonal_0304_2m_max_mean,zonal_0304_2m_med_max,zonal_0304_2m_med_min,zonal_0304_2m_med_mean,zonal_0304_2m_min_max,zonal_0304_2m_min_mean,zonal_0304_2m_range_max,zonal_0304_2m_range_min,zonal_0304_2m_range_mean,zonal_0304_2m_p5_max,zonal_0304_2m_p5_min,zonal_0304_2m_p5_mean,zonal_0304_2m_p95_max,zonal_0304_2m_p95_min,zonal_0304_2m_p95_mean,zonal_0304_1m_p95_max,zonal_0304_1m_p95_min,zonal_0304_1m_p95_mean,zonal_0304_1m_p5_max,zonal_0304_1m_p5_min,zonal_0304_1m_p5_mean,zonal_0304_1m_range_max,zonal_0304_1m_range_min,zonal_0304_1m_range_mean,zonal_0304_1m_min_max,zonal_0304_1m_min_mean,zonal_0304_1m_med_max,zonal_0304_1m_med_min,zonal_0304_1m_med_mean,zonal_0304_1m_max_min,zonal_0304_1m_max_mean,zonal_0304_50cm_max_min,zonal_0304_50cm_max_mean,zonal_0304_50cm_med_max,zonal_0304_50cm_med_min,zonal_0304_50cm_med_mean,zonal_0304_50cm_min_max,zonal_0304_50cm_min_mean,zonal_0304_50cm_range_max,zonal_0304_50cm_range_min,zonal_0304_50cm_range_mean,zonal_0304_50cm_p5_max,zonal_0304_50cm_p5_min,zonal_0304_50cm_p5_mean,zonal_0304_50cm_p95_max,zonal_0304_50cm_p95_min,zonal_0304_50cm_p95_mean,zonal_0304_25cm_max_1_min,zonal_0304_25cm_max_1_mean,zonal_0304_25cm_med_1_max,zonal_0304_25cm_med_1_min,zonal_0304_25cm_med_1_mean,zonal_0304_25cm_min_1_max,zonal_0304_25cm_min_1_mean,zonal_0304_25cm_range_1_max,zonal_0304_25cm_range_1_min,zonal_0304_25cm_range_1_mean,zonal_0304_25cm_p5_1_max,zonal_0304_25cm_p5_1_min,zonal_0304_25cm_p5_1_mean,zonal_0304_25cm_p95_1_max,zonal_0304_25cm_p95_1_min,zonal_0304_25cm_p95_1_mean,zonal_0304_10m_range,zonal_0304_10m_min,zonal_0304_10m_med,zonal_0304_10m_max
1940,0.005901,0.0248449,0.0006983,0.0011169,0.0022695,0.0041581,1940,984,50,0.9985371,61.5777779,1898.827759,23.7000008,0.7968162,418.0944519,0.0048644,0.0037386,0.0041324,0.0007182,0.0006538,0.0007007,0.0130851,0.0083515,0.0106235,0.000215,0.0001285,0.0017474,0.00145,0.0016086,0.0085624,0.010752,0.0047416,0.0075676,0.0019228,0.0012512,0.0016188,0.0003579,0.0002337,0.0129424,0.0045267,0.0073339,0.0007848,0.0006117,0.0007074,0.0059465,0.0026403,0.0040475,0.0080052,0.0020338,0.0038412,0.000961,0.000505,0.0007285,0.0129424,0.0030375,0.005766,0.0005925,0.0003109,0.0025169,0.0011657,0.0016459,0.003227,0.0060768,0.0020984,0.0047497,0.0062422,0.0007668,0.0017158,0.0008482,0.0004264,0.0124265,0.0016875,0.0043233,0.0018067,0.0004107,0.0007715,0.0095187,0.0013698,0.0035546,0.0012709,0.0037387,0.0072707,0.0006967,0.0017729,0.0029641,0.0006376,0.0105244,0.0008966,0.0031012,0.0033614,0.000341,0.0008799,0.0120767,0.0011401,0.0032176,0.0130851,0.0000253,0.0016019,0.0131104
1941,0.0024685,0.0314913,0.0007323,0.0011813,0.0023485,0.0042055,1941,1520,2068,0.9984986,61.5361099,1896.313843,21.7638893,0.7645452,354.8805542,0.0052988,0.0034231,0.0041065,0.0007692,0.000709,0.0007354,0.0181334,0.0074561,0.010966,0.000155,0.0001082,0.0019457,0.0015668,0.0017101,0.0075911,0.0110743,0.0052346,0.0080164,0.002881,0.0013973,0.0017331,0.0003333,0.000206,0.0180712,0.0049429,0.0078104,0.0009498,0.0006665,0.0007462,0.006943,0.0028335,0.0039867,0.0098066,0.0023456,0.003912,0.0015836,0.0006206,0.0007725,0.0180454,0.0031332,0.0058689,0.0005718,0.0003124,0.0045366,0.0012568,0.0017668,0.0034991,0.0061814,0.0027329,0.0050829,0.0054542,0.00107,0.0017799,0.0024621,0.000451,0.017821,0.0023221,0.0046318,0.0034744,0.0004939,0.000816,0.0148616,0.0019151,0.0037258,0.0015124,0.0039769,0.0088719,0.00076,0.0018409,0.0042598,0.0006671,0.0176567,0.0009739,0.0033098,0.0046713,0.0002971,0.0009138,0.0170403,0.0013141,0.0033855,0.0182496,0.0000389,0.0016912,0.0182885
1942,0.0080989,0.0349509,0.000703,0.0011358,0.0024972,0.0051723,1942,1223,1987,0.9985065,61.5499992,1897.161133,22.9305553,0.8062086,393.3638916,0.0073106,0.0047248,0.0054592,0.0007255,0.0006844,0.0007042,0.0247217,0.0115578,0.0155163,0.0002569,0.0001364,0.0017488,0.00161,0.0016802,0.0115982,0.0156528,0.0047678,0.0104348,0.0020832,0.0012283,0.001706,0.0003398,0.0002349,0.0247217,0.0045409,0.0102,0.0008598,0.0006244,0.0007119,0.0118906,0.0025167,0.0052827,0.0175856,0.0019577,0.0047865,0.0012706,0.0005623,0.0007462,0.0244569,0.0025458,0.0072577,0.0005494,0.0003268,0.0038405,0.0010657,0.0017878,0.0028741,0.0075845,0.001944,0.0056557,0.0102687,0.0009336,0.0019539,0.0017607,0.0004616,0.0244196,0.0016315,0.005194,0.0021564,0.0004927,0.0008132,0.0202635,0.0016352,0.0042285,0.0012597,0.0042799,0.0152583,0.0007417,0.002043,0.0070557,0.0007293,0.0237455,0.000942,0.0035507,0.0100035,0.0003623,0.0010047,0.0241044,0.0011404,0.0036934,0.0249151,0.0000275,0.0016824,0.0249426
1943,0.0045138,0.0556118,0.0007042,0.0011125,0.0021973,0.0036772,1943,686,1006,0.9984679,61.5083351,1894.647217,20.9972229,0.7785486,331.1361084,0.0041511,0.0032049,0.003642,0.0007558,0.0006833,0.0007082,0.0120994,0.0064473,0.0086926,0.0002051,0.0000904,0.0017337,0.0014715,0.0015821,0.0065129,0.0087829,0.0050538,0.006576,0.0018857,0.001356,0.0015874,0.0003365,0.0001803,0.012073,0.0048774,0.0063957,0.0008055,0.000644,0.0007089,0.0060898,0.0028148,0.0036545,0.0080339,0.0022236,0.0035878,0.0010124,0.0005912,0.0007208,0.012073,0.0031573,0.0053712,0.0004569,0.0002982,0.0022539,0.0011516,0.0016019,0.0034631,0.0056694,0.0019043,0.0045785,0.0028901,0.0010155,0.001632,0.0008146,0.0004131,0.0118102,0.0016427,0.0041654,0.0013059,0.0004313,0.0007478,0.0090368,0.0015232,0.0033939,0.0012541,0.0036229,0.0061854,0.000781,0.0016866,0.0021297,0.0006026,0.0115918,0.0008579,0.0030203,0.002494,0.0002917,0.0008327,0.0111247,0.0011117,0.0030986,0.0122627,0.0000418,0.0015707,0.0123045
1944,0.0062008,0.0435371,0.000774,0.0013214,0.0032586,0.0071909,1944,419,2090,0.9975755,61.3583336,1887.019409,22.9611111,0.8067684,390.8666687,0.0094268,0.0048023,0.0074587,0.0008989,0.0007308,0.0007876,0.0485245,0.0140633,0.0269818,0.0002193,0.0001449,0.0026821,0.0017071,0.0020618,0.0141619,0.0271267,0.0051482,0.0137146,0.0046159,0.0014885,0.0022334,0.0004531,0.0002672,0.0483082,0.0048925,0.0134474,0.0012511,0.000679,0.0008428,0.0218522,0.0029701,0.0070996,0.0308805,0.0021609,0.0062186,0.0018244,0.0006009,0.0008981,0.0482059,0.0024873,0.0094405,0.0009342,0.0003755,0.0052777,0.0011714,0.0023364,0.0027947,0.009816,0.002303,0.007089,0.0117618,0.0009822,0.0025087,0.0024831,0.000584,0.0479593,0.001891,0.006505,0.0037937,0.0005259,0.0010341,0.0345531,0.0017596,0.0054225,0.0013832,0.0053871,0.0266646,0.0007915,0.0026525,0.0095606,0.0009741,0.0454,0.0008863,0.004413,0.0115304,0.0003877,0.0013052,0.0411839,0.0012521,0.004669,0.0485245,0.0000782,0.0019822,0.0486027
1945,0.0043637,0.0695195,0.0007257,0.0011638,0.0023549,0.0044161,1945,2097,1144,0.9975355,61.3166656,1884.505615,20.9361115,0.7795925,327.0583191,0.0084935,0.0034062,0.0051465,0.0007543,0.0006943,0.0007277,0.0449009,0.006262,0.0242591,0.0002066,0.0001363,0.0017692,0.0015328,0.0016587,0.0064686,0.0243954,0.0053323,0.0117683,0.0026741,0.0014712,0.0016908,0.0003059,0.0002185,0.0447401,0.0051143,0.0115498,0.0009038,0.0006627,0.0007361,0.0242376,0.0031047,0.0059623,0.0310993,0.0023847,0.005154,0.0011014,0.000586,0.0007506,0.0444133,0.0028483,0.0074609,0.0005726,0.0003127,0.004279,0.0012238,0.001749,0.0031538,0.0077736,0.002264,0.0058925,0.0142826,0.0010578,0.0019553,0.0013521,0.0004395,0.044161,0.0019436,0.0054529,0.0019656,0.0005072,0.0007985,0.036598,0.0018223,0.0044831,0.0014276,0.004491,0.0259217,0.0007976,0.0020583,0.0098986,0.0007012,0.0364187,0.000952,0.0037899,0.0139296,0.0003673,0.0009723,0.0427062,0.0013761,0.0039073,0.0449298,0.0000561,0.0016538,0.0449859
1946,0.0015192,0.0424525,0.0006555,0.0009925,0.0018614,0.0029064,1946,1722,2306,0.9993216,61.6222229,1899.922241,20.4722214,0.7196956,314.6777649,0.0031412,0.0027979,0.0029055,0.0006876,0.0006385,0.000657,0.0074451,0.0056123,0.0065492,0.0001738,0.0001105,0.0014702,0.0013138,0.001371,0.0057734,0.0066596,0.0040754,0.0054756,0.0016097,0.0011614,0.0013795,0.0003029,0.0002134,0.0073923,0.0039016,0.0052622,0.0007416,0.0005856,0.0006601,0.0035103,0.0023282,0.0028742,0.0049708,0.0018777,0.0028429,0.0009022,0.0005478,0.0006691,0.0072886,0.0025375,0.0043247,0.0004743,0.0002896,0.0019735,0.0010144,0.0013891,0.0028316,0.0046143,0.0019646,0.0037407,0.0029312,0.0009222,0.0014066,0.0008815,0.0003936,0.0068462,0.0016477,0.0033471,0.0012738,0.0004742,0.0006912,0.0060807,0.0015594,0.0027546,0.0012977,0.0029698,0.0041832,0.0006998,0.0014381,0.0015561,0.0005461,0.0062957,0.0009265,0.0024237,0.0019312,0.0003596,0.0007492,0.0068045,0.0010957,0.0025455,0.00758,0.0000389,0.0013693,0.0076189
1947,0.002294,0.0402076,0.0006574,0.0009989,0.0018611,0.0029518,1947,346,2208,0.9980182,61.3416672,1885.197266,19.6638889,0.722806,292.625,0.003232,0.0025493,0.0029267,0.0006932,0.0006251,0.000662,0.0079875,0.0055083,0.0063592,0.0000953,0.0000798,0.0014752,0.0012582,0.0013759,0.0055953,0.006439,0.0037145,0.0054957,0.001796,0.0011322,0.0013856,0.000314,0.0002065,0.0078847,0.0034629,0.0052892,0.0008305,0.0005935,0.0006692,0.0041585,0.0022592,0.0028681,0.0047294,0.0019331,0.0028508,0.0009592,0.0005567,0.0006742,0.0078847,0.0024714,0.0043564,0.000537,0.0002875,0.0020479,0.0010049,0.0013924,0.002749,0.0046439,0.0020039,0.0038215,0.0023641,0.0008484,0.001405,0.0008932,0.0003867,0.0077308,0.0016105,0.0034348,0.0011869,0.0004383,0.0006922,0.0061297,0.0014591,0.0027818,0.0011923,0.0030562,0.0036109,0.0007803,0.001437,0.0014034,0.0005416,0.0074423,0.0007772,0.0025146,0.0017272,0.0002886,0.0007454,0.0072636,0.0010473,0.0025978,0.0080185,0.0000529,0.0013706,0.0080714
1948,0.0024155,0.0613513,0.0006568,0.0009928,0.0018237,0.0027742,1948,442,1534,0.998212,61.3611107,1885.994385,18.9111118,0.7350749,272.0055542,0.0031677,0.002493,0.0027789,0.0006748,0.0006357,0.0006585,0.0064316,0.0052557,0.0060642,0.0000703,0.0000529,0.0014374,0.0012872,0.001363,0.0052832,0.0061171,0.0043605,0.0053032,0.0015234,0.0011305,0.0013656,0.0002963,0.0001982,0.0062813,0.0041288,0.005105,0.0007111,0.0005708,0.0006617,0.0034984,0.0020833,0.0027642,0.0042484,0.0019556,0.0027314,0.0008057,0.0005117,0.0006692,0.0062418,0.0025435,0.0043182,0.0004459,0.0002864,0.0018657,0.0010336,0.001372,0.0028397,0.0046046,0.0020562,0.0037249,0.0021533,0.0009176,0.001382,0.0006952,0.0003946,0.0060982,0.0015921,0.0033303,0.0010085,0.0004614,0.0006868,0.004942,0.001646,0.0026709,0.0013118,0.0029316,0.0038125,0.0007059,0.0014105,0.0011677,0.0005393,0.0057891,0.0007799,0.0023923,0.0016218,0.0003527,0.000738,0.005658,0.0010743,0.0024922,0.0064621,0.0000275,0.0013581,0.0064897
1949,0.0041505,0.0743444,0.0006542,0.0009962,0.0018731,0.0030449,1949,1106,1935,0.9973723,61.1805573,1876.380615,18.7999992,0.7350729,268.0610962,0.0037729,0.0025591,0.0030544,0.000666,0.0006389,0.0006543,0.0079629,0.0051704,0.0064379,0.0002226,0.000114,0.0014641,0.0012893,0.0013832,0.0052567,0.0065519,0.0042349,0.0056749,0.0016723,0.0012219,0.0013886,0.0003437,0.0002172,0.0077883,0.0039969,0.0054578,0.000718,0.0006025,0.0006571,0.0040669,0.0023794,0.0030253,0.0048473,0.0020884,0.0029755,0.0008414,0.0005593,0.0006658,0.0077824,0.0026976,0.0045179,0.0004324,0.0002984,0.0020553,0.0010713,0.0013995,0.0030292,0.0048163,0.0019926,0.0038684,0.0026252,0.0008615,0.0014207,0.0007182,0.0003981,0.0077437,0.0015939,0.0034703,0.0012945,0.0004488,0.0006875,0.0061058,0.0015307,0.0028174,0.0011477,0.0030321,0.0042214,0.0006973,0.0014605,0.0020724,0.0005552,0.0075068,0.0007458,0.0024769,0.0023314,0.000323,0.0007554,0.0074385,0.0010844,0.0025946,0.0080254,0.0000418,0.0013778,0.0080672
1950,0.0034158,0.0407931,0.0007921,0.0013446,0.0031268,0.0062605,1950,506,2173,0.9975668,61.3583336,1887.036133,23.2999992,0.8106332,389.6611023,0.0112729,0.0042157,0.0067116,0.0008545,0.0007446,0.0007978,0.0682907,0.0102935,0.02657,0.0001924,0.000087,0.0022609,0.0017569,0.0020205,0.0103583,0.026657,0.0052819,0.015687,0.0038851,0.0014665,0.0021725,0.0003447,0.0002333,0.0679914,0.0052222,0.0154537,0.0011814,0.0006797,0.0008421,0.0176278,0.0032188,0.0063753,0.0416228,0.0019393,0.0057586,0.0022368,0.0005758,0.0009089,0.0677825,0.003372,0.0088216,0.0010281,0.0003695,0.0066877,0.0010937,0.0023184,0.0035765,0.009191,0.0020178,0.0068644,0.0135349,0.0009283,0.0024227,0.0029026,0.0005822,0.0677825,0.0017008,0.0062822,0.0039935,0.000466,0.0010292,0.0588588,0.0016978,0.005195,0.0014612,0.0052538,0.0263447,0.0007417,0.002535,0.0090596,0.0009522,0.0646614,0.0009123,0.0043016,0.0124222,0.0003809,0.0012666,0.0649551,0.0012588,0.00452,0.0682907,0.0000285,0.0019998,0.0683192
1951,0.0025138,0.0643794,0.000734,0.0012023,0.0026928,0.0056123,1951,1522,1469,0.9975266,61.3166656,1884.522217,21.2749996,0.7856907,328.3805542,0.0101881,0.003866,0.0067185,0.00078,0.0007042,0.000737,0.0392028,0.0084881,0.0237224,0.0001783,0.0001124,0.0019527,0.0015986,0.0017745,0.0086664,0.0238348,0.0048869,0.0125534,0.0032768,0.0012477,0.001884,0.0003991,0.0002607,0.038978,0.0046537,0.0122927,0.0010036,0.0005906,0.0007653,0.021859,0.0029252,0.0068169,0.0281803,0.0021263,0.0060002,0.0013191,0.0005444,0.0007881,0.038978,0.002825,0.0087089,0.0005623,0.0003319,0.0048186,0.0010567,0.0019833,0.0032168,0.0090408,0.0021462,0.0065212,0.0121765,0.0009707,0.0021825,0.0018973,0.0004753,0.0385594,0.0017812,0.0060459,0.0030491,0.0004878,0.0008686,0.0331784,0.0017606,0.0050357,0.0013252,0.0049706,0.0229035,0.0007224,0.0023485,0.0109146,0.0007657,0.037043,0.0009621,0.0042049,0.0120254,0.0003544,0.0010481,0.0360593,0.0012129,0.0043484,0.0392028,0.0000708,0.0017683,0.0392736
1952,0.0037864,0.0278576,0.0006803,0.0010544,0.0020896,0.0040139,1952,1949,2047,0.9975722,61.3722229,1887.883301,23.2722225,0.8118374,374.1444397,0.0046649,0.0031794,0.0038872,0.0007354,0.0006529,0.0006818,0.019792,0.0112291,0.0141642,0.0002098,0.0001179,0.001711,0.0014238,0.0015128,0.0113827,0.0142821,0.0040721,0.0074318,0.0032267,0.0012013,0.0015847,0.0003454,0.0002163,0.0197234,0.0039744,0.0072155,0.0009889,0.0006001,0.0007,0.006867,0.0022412,0.0036181,0.0134266,0.0016598,0.0035542,0.0017834,0.0005225,0.0007378,0.0191494,0.0019097,0.0054289,0.0008143,0.0003217,0.004171,0.0009571,0.0016102,0.0020632,0.0057507,0.0016205,0.0044277,0.0052009,0.0008394,0.0016444,0.0022246,0.0004542,0.0191494,0.0013109,0.0039735,0.0027502,0.0004917,0.0007827,0.0171089,0.0013106,0.0032991,0.0011799,0.0034522,0.0106155,0.0007711,0.0016904,0.0031745,0.0006462,0.0191494,0.0007047,0.002806,0.0039736,0.000337,0.0008816,0.0190858,0.0010645,0.0029805,0.0198195,0.0000404,0.0015069,0.0198598
1953,0.0025724,0.0295381,0.0007219,0.0011665,0.0025733,0.0051531,1953,1237,2438,0.9975288,61.3250008,1885.030518,21.3944435,0.7955645,319.1444397,0.0098845,0.0030637,0.0054276,0.000831,0.000668,0.000736,0.0254218,0.0074664,0.0137499,0.0001815,0.0001493,0.0023316,0.0014069,0.0017746,0.0076095,0.0138992,0.0045983,0.0102012,0.0043115,0.0012551,0.0018686,0.000421,0.0002444,0.025224,0.0043691,0.0099568,0.0013258,0.0006262,0.0007765,0.0191569,0.0026739,0.0050494,0.0216056,0.0021073,0.0047203,0.0016244,0.0005904,0.0007972,0.0251665,0.0027111,0.0071075,0.0007137,0.0003361,0.0070957,0.001179,0.0019372,0.0031147,0.0074436,0.0019282,0.0058472,0.0111296,0.0009413,0.0019925,0.0016878,0.0004726,0.0251665,0.0015853,0.0053746,0.0024272,0.0004768,0.0008461,0.0235265,0.0015667,0.0044247,0.0012216,0.0044146,0.0192096,0.0007456,0.0021226,0.0115096,0.0007568,0.0229152,0.0009354,0.0036578,0.0119394,0.0003556,0.0010214,0.0241009,0.0011353,0.0038204,0.0254815,0.0001218,0.0017001,0.0256033
1954,0.0047108,0.0708643,0.000668,0.0010427,0.0021294,0.0038566,1954,1543,1466,0.9973443,61.163887,1875.41394,19.1361103,0.7439556,270.7972107,0.0040844,0.003536,0.0038454,0.0007111,0.0006382,0.000672,0.009319,0.0083091,0.0088187,0.000156,0.0000713,0.0016723,0.0013807,0.0015106,0.0083396,0.00889,0.0048958,0.0066564,0.0018657,0.0011121,0.0015299,0.0003464,0.0002023,0.0092634,0.0046629,0.0064541,0.0007899,0.0005913,0.0006797,0.0054075,0.0025784,0.0037097,0.0064456,0.001931,0.0035764,0.0008644,0.0005321,0.000693,0.0091532,0.00294,0.0052027,0.0004772,0.0002879,0.0026554,0.0009766,0.0015552,0.0032224,0.0054906,0.0018292,0.0044724,0.003455,0.0008681,0.0015861,0.0008067,0.0004076,0.0091532,0.0014192,0.0040648,0.0012129,0.0004484,0.0007202,0.0077084,0.0014562,0.0033713,0.0012595,0.0035084,0.0049089,0.0007585,0.0016515,0.0020042,0.0006005,0.0086774,0.000884,0.0029079,0.002579,0.0003419,0.0008204,0.0084295,0.0011387,0.0030181,0.0094444,0.0000305,0.001504,0.0094749
1955,0.0030663,0.0432755,0.0006389,0.0009738,0.0018902,0.0031722,1955,189,1783,0.9973074,61.1472206,1874.463867,19.455555,0.7656868,268.1833191,0.0036126,0.0026972,0.0031324,0.000668,0.0006191,0.0006407,0.0076504,0.0065915,0.0071474,0.0002077,0.0001378,0.0014311,0.001275,0.001367,0.0067991,0.0072852,0.0040078,0.0058497,0.0017968,0.0012155,0.0013787,0.0002836,0.0002183,0.0076206,0.003815,0.0056315,0.0007202,0.0005904,0.0006438,0.0040605,0.002161,0.0030868,0.0051787,0.0019275,0.0030229,0.0008386,0.0005375,0.0006521,0.0075245,0.0022997,0.0045835,0.0004248,0.0002796,0.0019949,0.0009808,0.0013934,0.0025707,0.0048631,0.0019085,0.0038672,0.0025406,0.0008536,0.0014231,0.0006934,0.0003859,0.0072801,0.0015375,0.0034813,0.0010993,0.0004909,0.0006772,0.0058756,0.0014779,0.0028551,0.0011186,0.0030297,0.0049061,0.0007207,0.0014708,0.0016415,0.0005515,0.0072801,0.0006327,0.0024782,0.0019119,0.0003658,0.0007546,0.0074785,0.0010308,0.0026025,0.0077538,0.0000789,0.0013633,0.0078327
1956,0.0027379,0.1001968,0.0006347,0.0009499,0.0018015,0.0030712,1956,2423,316,0.9989904,61.4055557,1887.322266,18.1416664,0.680793,250.3861084,0.0035963,0.0026071,0.0030576,0.0006576,0.0006247,0.0006353,0.0096368,0.0067971,0.0079679,0.0001462,0.0000796,0.0013931,0.0012796,0.0013107,0.0068353,0.0080475,0.0035625,0.00619,0.0015738,0.0011158,0.0013194,0.0003087,0.0001682,0.0094559,0.0034607,0.0060218,0.0007014,0.0005978,0.0006383,0.0043617,0.0020497,0.0029877,0.0055072,0.0017663,0.0028738,0.0009032,0.0005493,0.0006482,0.009364,0.0022638,0.0044762,0.0004926,0.0002746,0.0026546,0.0009983,0.0013483,0.0025082,0.0047508,0.0016519,0.0037138,0.0034655,0.0007991,0.001377,0.001028,0.0003904,0.0093445,0.0013254,0.0033233,0.0016512,0.0004667,0.0006754,0.0068588,0.001404,0.0027186,0.0012406,0.0028847,0.0049314,0.0007131,0.0014197,0.0017691,0.0005445,0.0086196,0.0008765,0.0023402,0.0027534,0.0003361,0.0007456,0.0080864,0.0010979,0.002483,0.0096921,0.0000381,0.0013088,0.0097302
1957,0.0074351,0.1110417,0.0006528,0.0009888,0.0019239,0.0033412,1957,1149,1970,0.9986303,61.2083321,1875.925049,16.2611103,0.663763,202.172226,0.0036962,0.0027382,0.0033051,0.0006844,0.000614,0.0006551,0.0104064,0.0073628,0.0089012,0.0001184,0.0000999,0.001522,0.001232,0.0013934,0.0074498,0.0090011,0.0033759,0.0064808,0.0019314,0.0010738,0.0014189,0.0003179,0.0002091,0.0104064,0.003273,0.0062717,0.0007897,0.0005799,0.000663,0.0051342,0.0020004,0.0031675,0.006212,0.0017582,0.0030785,0.0009578,0.0005296,0.0006726,0.0103043,0.002172,0.0047267,0.0004868,0.0002887,0.0026116,0.0009786,0.0014406,0.0024911,0.0050153,0.0016269,0.0039722,0.0032175,0.0009072,0.0014676,0.0007645,0.0003964,0.0103043,0.0012963,0.0035758,0.0014601,0.0004657,0.0007036,0.0081826,0.0014038,0.0029254,0.0012181,0.0031211,0.0058225,0.0007021,0.0015099,0.002249,0.0005661,0.0094156,0.0008949,0.002555,0.0029964,0.0002808,0.0007784,0.0096182,0.0010783,0.0026771,0.0104106,0.000087,0.0013844,0.0104976
1958,0.0082044,0.0928621,0.0006353,0.0009438,0.0017629,0.0027648,1958,249,1675,0.9983903,61.0305557,1865.474976,14.9666662,0.673669,176.6611176,0.0030785,0.0026385,0.0027693,0.0006428,0.0006302,0.0006355,0.009081,0.006178,0.0076185,0.0001365,0.0000833,0.0013373,0.0012698,0.0012991,0.0063145,0.0077017,0.0040198,0.0059451,0.0016118,0.0011762,0.0013063,0.0002964,0.0002063,0.0088774,0.0038362,0.0057388,0.0006843,0.0005934,0.0006389,0.0041642,0.0021638,0.0027627,0.0048916,0.0018712,0.002704,0.000847,0.0005495,0.000644,0.0087854,0.002111,0.0043593,0.000403,0.0002803,0.0020117,0.0010362,0.0013193,0.0024014,0.0046396,0.0015673,0.0035628,0.003295,0.0008585,0.0013479,0.0007934,0.0003777,0.0085907,0.0012976,0.0031851,0.0012951,0.0004581,0.0006646,0.0069776,0.0013337,0.0025881,0.0012351,0.0028027,0.0048239,0.0006753,0.0013767,0.0020511,0.0005373,0.0080989,0.0008415,0.0022654,0.0025571,0.0003539,0.0007283,0.0085622,0.0009696,0.0024022,0.009081,0.0000418,0.0012989,0.0091228
1959,0.0050861,0.0620016,0.0006245,0.0009189,0.0016536,0.0024484,1959,655,2134,0.9982271,60.8555565,1855.099976,14.6750002,0.6861684,168.8361053,0.0026227,0.0023031,0.002437,0.0006641,0.0006031,0.0006269,0.0063984,0.0053304,0.0057635,0.0001597,0.0001113,0.0013232,0.0012003,0.0012385,0.0054582,0.0058749,0.003741,0.00485,0.0014661,0.0011179,0.0012435,0.0003356,0.0002208,0.0063088,0.003454,0.0046291,0.0007184,0.0005797,0.0006305,0.0028521,0.0020991,0.0024262,0.0037147,0.001859,0.002418,0.0007768,0.0005331,0.0006332,0.0063088,0.002465,0.0037909,0.0004516,0.000291,0.0015306,0.0009937,0.0012469,0.0026948,0.0040819,0.0018141,0.0032959,0.0017996,0.0008978,0.0012587,0.0006127,0.0003797,0.0059618,0.0015267,0.0029162,0.0008822,0.0004481,0.0006464,0.0048754,0.00147,0.0023795,0.0012521,0.0026224,0.0028271,0.00071,0.0012822,0.0012584,0.0005115,0.0059618,0.0008414,0.0021108,0.0014116,0.0003404,0.0006928,0.0057802,0.0011433,0.0022447,0.0064916,0.0000665,0.0012382,0.0065581
1960,0.0035414,0.0318106,0.0006643,0.0010001,0.001828,0.0027859,1960,1641,1491,0.9981915,60.8111115,1852.416626,15.4833336,0.6607032,188.1833344,0.0029248,0.0027221,0.0027787,0.0006736,0.0006513,0.0006641,0.0080632,0.0057812,0.0067928,0.000189,0.0000943,0.00141,0.0013441,0.0013648,0.0058388,0.0068871,0.0040757,0.0054281,0.0015658,0.0012328,0.0013686,0.0003179,0.0002077,0.0080217,0.0038845,0.0052204,0.0007224,0.0006158,0.0006663,0.0032473,0.0023113,0.0027686,0.003837,0.0019605,0.0027459,0.0008204,0.0005747,0.0006709,0.0079177,0.0027458,0.0042809,0.0004789,0.0002937,0.0017137,0.0011451,0.0013735,0.0029576,0.0045746,0.0020273,0.0037363,0.0021312,0.0009663,0.0013863,0.0006742,0.0003885,0.0079177,0.0017274,0.0033478,0.0010179,0.0004945,0.0006867,0.0053451,0.0016995,0.0026797,0.0013653,0.0029705,0.0036973,0.0007613,0.001413,0.0017285,0.0005415,0.007041,0.0008752,0.002429,0.0019195,0.000342,0.000737,0.0070025,0.0011441,0.0025169,0.0082126,0.0000396,0.001364,0.0082522
