OID_,vh_raw,vv_raw,zonal_0304_10m_p5,zonal_0304_10m_p25,zonal_0304_10m_p75,zonal_0304_10m_p95,Point_ID,S1_pixel_ID,orig_S1_pixel_ID,VV_GLCM_cor,VV_GLCM_mean,VV_GLCM_var,VH_GLCM_mean,VH_GLCM_cor,VH_GLCM_var,zonal_0304_5m_p95_max,zonal_0304_5m_p95_min,zonal_0304_5m_p95_mean,zonal_0304_5m_p5_max,zonal_0304_5m_p5_min,zonal_0304_5m_p5_mean,zonal_0304_5m_range_max,zonal_0304_5m_range_min,zonal_0304_5m_range_mean,zonal_0304_5m_min_max,zonal_0304_5m_min_mean,zonal_0304_5m_med_max,zonal_0304_5m_med_min,zonal_0304_5m_med_mean,zonal_0304_5m_max_min,zonal_0304_5m_max_mean,zonal_0304_2m_max_min,zonal_0304_2m_max_mean,zonal_0304_2m_med_max,zonal_0304_2m_med_min,zonal_0304_2m_med_mean,zonal_0304_2m_min_max,zonal_0304_2m_min_mean,zonal_0304_2m_range_max,zonal_0304_2m_range_min,zonal_0304_2m_range_mean,zonal_0304_2m_p5_max,zonal_0304_2m_p5_min,zonal_0304_2m_p5_mean,zonal_0304_2m_p95_max,zonal_0304_2m_p95_min,zonal_0304_2m_p95_mean,zonal_0304_1m_p95_max,zonal_0304_1m_p95_min,zonal_0304_1m_p95_mean,zonal_0304_1m_p5_max,zonal_0304_1m_p5_min,zonal_0304_1m_p5_mean,zonal_0304_1m_range_max,zonal_0304_1m_range_min,zonal_0304_1m_range_mean,zonal_0304_1m_min_max,zonal_0304_1m_min_mean,zonal_0304_1m_med_max,zonal_0304_1m_med_min,zonal_0304_1m_med_mean,zonal_0304_1m_max_min,zonal_0304_1m_max_mean,zonal_0304_50cm_max_min,zonal_0304_50cm_max_mean,zonal_0304_50cm_med_max,zonal_0304_50cm_med_min,zonal_0304_50cm_med_mean,zonal_0304_50cm_min_max,zonal_0304_50cm_min_mean,zonal_0304_50cm_range_max,zonal_0304_50cm_range_min,zonal_0304_50cm_range_mean,zonal_0304_50cm_p5_max,zonal_0304_50cm_p5_min,zonal_0304_50cm_p5_mean,zonal_0304_50cm_p95_max,zonal_0304_50cm_p95_min,zonal_0304_50cm_p95_mean,zonal_0304_25cm_max_1_min,zonal_0304_25cm_max_1_mean,zonal_0304_25cm_med_1_max,zonal_0304_25cm_med_1_min,zonal_0304_25cm_med_1_mean,zonal_0304_25cm_min_1_max,zonal_0304_25cm_min_1_mean,zonal_0304_25cm_range_1_max,zonal_0304_25cm_range_1_min,zonal_0304_25cm_range_1_mean,zonal_0304_25cm_p5_1_max,zonal_0304_25cm_p5_1_min,zonal_0304_25cm_p5_1_mean,zonal_0304_25cm_p95_1_max,zonal_0304_25cm_p95_1_min,zonal_0304_25cm_p95_1_mean,zonal_0304_10m_range,zonal_0304_10m_min,zonal_0304_10m_med,zonal_0304_10m_max
1961,0.00385,0.0592899,0.0006402,0.0009534,0.0017776,0.0028145,1961,1967,1201,0.9976907,61.1305542,1872.91394,17.3166676,0.6755642,230.3999939,0.0031235,0.0025217,0.002803,0.0006782,0.0006251,0.0006416,0.0079026,0.0057297,0.0066273,0.0001738,0.0000963,0.0014088,0.0012485,0.0013041,0.0059035,0.0067236,0.0038792,0.0053659,0.0015919,0.0011607,0.0013096,0.0003422,0.0001957,0.0077829,0.0036618,0.0051702,0.0007587,0.0005945,0.0006435,0.0035723,0.0021893,0.0028102,0.0050553,0.0017744,0.0027325,0.0008371,0.0005314,0.0006534,0.007621,0.0021214,0.0041987,0.0004352,0.0002786,0.0018513,0.0010225,0.0013277,0.0024449,0.0044773,0.0019854,0.0035991,0.0027052,0.0009257,0.0013453,0.0008231,0.000378,0.0074873,0.0016343,0.0032212,0.0012723,0.0004759,0.0006712,0.0058489,0.0015721,0.0026184,0.0013234,0.0028386,0.0045253,0.0007509,0.0013798,0.0020641,0.0005292,0.0068349,0.0008955,0.0023094,0.0029383,0.0003259,0.0007268,0.0069743,0.0011596,0.0024195,0.0079142,0.0000647,0.0013021,0.0079789
1962,0.0060961,0.0659245,0.0006652,0.0010136,0.0019159,0.0031479,1962,1263,63,0.9976612,61.0138893,1865.847168,15.2833338,0.6569972,179.8333282,0.0038107,0.0028292,0.0031663,0.0006856,0.0006568,0.0006654,0.011731,0.0078531,0.009755,0.000201,0.0001051,0.0014853,0.0013635,0.001409,0.0079363,0.0098601,0.0044056,0.0065056,0.0016869,0.0011997,0.0014177,0.0003175,0.0002236,0.011601,0.0041463,0.006282,0.000729,0.0005912,0.0006682,0.0044161,0.0023811,0.0031447,0.007263,0.0020376,0.0030272,0.0008617,0.0005392,0.0006755,0.0113293,0.0024128,0.0047162,0.0004849,0.0003009,0.0024196,0.0011251,0.0014363,0.0028021,0.005017,0.0019341,0.0039494,0.0037624,0.0009588,0.0014635,0.0007905,0.0004048,0.011286,0.0016085,0.0035445,0.0013732,0.0004741,0.0006992,0.0093622,0.0015753,0.0029205,0.0014154,0.0030879,0.007113,0.0007784,0.0015069,0.0024267,0.0005658,0.0104293,0.0009388,0.0025221,0.0026983,0.0003434,0.0007737,0.01073,0.0012596,0.002659,0.0117613,0.0000529,0.0014065,0.0118142
1963,0.0082377,0.0589334,0.0006614,0.0010042,0.0019202,0.0034322,1963,253,2028,0.9976277,60.8916664,1858.286133,13.8611107,0.666449,153.1499939,0.0040952,0.0025356,0.0034351,0.0006783,0.0006388,0.0006627,0.0111375,0.0051115,0.0084008,0.0001629,0.0000981,0.0015167,0.0012882,0.0014104,0.0052142,0.0084989,0.004043,0.0064712,0.0020009,0.0011553,0.0014314,0.0003405,0.0002099,0.0108373,0.0039053,0.0062612,0.0008214,0.0006028,0.0006727,0.0065566,0.0022025,0.0032721,0.0081041,0.0018927,0.0031346,0.0013052,0.000554,0.0006851,0.0106169,0.0025661,0.0048523,0.0005609,0.0003016,0.0036006,0.0010061,0.0014702,0.002772,0.0051539,0.0018818,0.0040309,0.0038476,0.0008818,0.0014974,0.0009837,0.000405,0.0104397,0.0015494,0.0036259,0.0015455,0.0004722,0.0007138,0.0089679,0.0015452,0.0029777,0.0012539,0.0031619,0.0066059,0.0007073,0.0015356,0.0036212,0.0005825,0.0104397,0.0008317,0.0025793,0.0038077,0.000334,0.0007947,0.0100481,0.0011195,0.0027208,0.0111375,0.0000404,0.001404,0.0111778
1964,0.0049491,0.0298933,0.0006556,0.0009929,0.0018272,0.0028157,1964,1155,2213,0.9979223,60.836113,1854.330566,13.4916668,0.6760412,145.1916656,0.0030596,0.0025066,0.0027974,0.0006869,0.0006289,0.0006586,0.0065979,0.0054409,0.0060325,0.0000763,0.000057,0.0014492,0.0012657,0.0013582,0.0055172,0.0060896,0.0042735,0.0053258,0.001568,0.001192,0.0013636,0.0003234,0.0002031,0.006453,0.0041917,0.0051227,0.0007327,0.0006019,0.0006624,0.0036646,0.002275,0.0027796,0.0042857,0.0019602,0.0027619,0.0008238,0.0005397,0.000667,0.0064133,0.0021943,0.0043186,0.0004571,0.0002772,0.0017306,0.001103,0.0013685,0.0025134,0.0045958,0.0020037,0.0037417,0.0023651,0.0009547,0.0013822,0.0007296,0.0003867,0.0062305,0.0015438,0.0033551,0.0009953,0.0004617,0.0006834,0.0051717,0.0016317,0.0026897,0.001388,0.0029772,0.0037702,0.0007887,0.0014072,0.0012289,0.0005349,0.0061608,0.0009423,0.0024423,0.0016783,0.0002928,0.0007344,0.0061869,0.0012075,0.0025342,0.0065979,0.0000483,0.0013538,0.0066461
1965,0.0034522,0.0219045,0.0006674,0.0010119,0.0018655,0.0028813,1965,1878,1245,0.9983239,60.8777771,1856.172241,14.3805552,0.6405441,167.8694458,0.0029668,0.0027822,0.0028857,0.0006821,0.0006517,0.000668,0.0062357,0.0053051,0.0057958,0.000221,0.0001222,0.001414,0.0013651,0.0013859,0.0055261,0.005918,0.0039224,0.0052276,0.0016034,0.0012217,0.0013924,0.0003205,0.000201,0.0061569,0.0037214,0.0050266,0.000756,0.0005883,0.0006713,0.0035262,0.0024431,0.0028619,0.0040423,0.0018883,0.0028239,0.0008558,0.0005475,0.0006762,0.006021,0.0025753,0.0042944,0.0004311,0.000282,0.0017615,0.0010949,0.0013982,0.0027763,0.0045763,0.002099,0.0038099,0.0022755,0.0009815,0.0014121,0.0006801,0.0003916,0.0057858,0.0017662,0.0034184,0.001012,0.0004855,0.0006928,0.0048344,0.001738,0.0027539,0.0012304,0.0030185,0.0029667,0.0007161,0.0014404,0.0012972,0.0005461,0.0056146,0.0008302,0.0024724,0.0015904,0.0003337,0.0007472,0.0054877,0.0010911,0.0025691,0.0062954,0.0000629,0.0013862,0.0063583
1966,0.0031501,0.0514965,0.0006258,0.0009354,0.0017052,0.0025949,1966,420,1918,0.9978721,61.1416664,1873.219482,16.5611115,0.6834702,211.7055511,0.0027338,0.0025274,0.0026035,0.0006393,0.0006117,0.0006266,0.0088614,0.0053372,0.006295,0.0001654,0.0000854,0.0013097,0.0012428,0.0012713,0.0054158,0.0063803,0.0041034,0.0053367,0.0014582,0.0011323,0.0012759,0.0003204,0.0001743,0.0087211,0.0039078,0.0051625,0.0006788,0.0005646,0.00063,0.0034166,0.0021089,0.0026155,0.0067399,0.0017865,0.0025714,0.000866,0.0004862,0.0006374,0.0087031,0.0021355,0.0039773,0.0004164,0.00027,0.0019346,0.000968,0.0012864,0.0024287,0.0042473,0.0018677,0.0034093,0.0037627,0.00086,0.0013048,0.0006587,0.0003696,0.0083846,0.0015456,0.0030398,0.001177,0.0004578,0.0006535,0.0076373,0.0014487,0.0024934,0.0012115,0.0027132,0.0054634,0.0007428,0.0013352,0.0024559,0.0005089,0.0079395,0.0008176,0.0022044,0.0027895,0.0003535,0.0007045,0.0083836,0.0010538,0.0023244,0.0088614,0.0000483,0.0012709,0.0089097
1967,0.0040804,0.0467327,0.0006562,0.0009959,0.0019234,0.0033982,1967,1222,126,0.9979872,61.0472221,1867.247192,14.4944448,0.6645827,160.8444519,0.0038053,0.0028634,0.0033345,0.0006845,0.0006232,0.0006597,0.0091438,0.0085846,0.0088745,0.0002089,0.0001379,0.0015187,0.0012629,0.0014061,0.0086736,0.0090124,0.0039954,0.0066173,0.0017392,0.0011133,0.0014173,0.0003285,0.0002296,0.0089912,0.0037879,0.0063877,0.0007345,0.0005819,0.0006625,0.0044722,0.0020838,0.0032796,0.0061738,0.0018513,0.0031717,0.0008261,0.0005232,0.0006716,0.008918,0.0023491,0.0048661,0.0004848,0.0003075,0.0024566,0.001044,0.0014332,0.0025838,0.0051736,0.0018741,0.004112,0.0034041,0.0009051,0.0014669,0.0008103,0.0004008,0.0088437,0.0014271,0.0037112,0.0013054,0.0004918,0.0006971,0.0071022,0.0014839,0.0030101,0.0012528,0.0031777,0.0053047,0.0007296,0.0015186,0.002073,0.0005643,0.0085056,0.0008561,0.0026134,0.0027716,0.0003596,0.0007753,0.0081002,0.0009996,0.002723,0.0092573,0.0000624,0.0013977,0.0093197
1968,0.0063671,0.0402472,0.0006171,0.0009113,0.0016352,0.002343,1968,1025,784,0.9979299,60.9027786,1858.419434,13.0444441,0.6756175,134.0666656,0.002558,0.0021247,0.0023344,0.0006464,0.0006029,0.000619,0.0052502,0.0048576,0.0050833,0.0002163,0.0001322,0.0013174,0.0011434,0.0012316,0.0050509,0.0052156,0.0034426,0.0048296,0.0013771,0.0010493,0.0012337,0.0002907,0.0002086,0.0052502,0.0032191,0.004621,0.0006637,0.0005805,0.0006206,0.0028083,0.0018915,0.0023305,0.0034157,0.0017776,0.0023255,0.0007103,0.0005335,0.0006235,0.0049896,0.0023249,0.0037452,0.0004067,0.000285,0.0015309,0.0009303,0.0012356,0.0025948,0.0040302,0.0019322,0.0032366,0.0019705,0.0008954,0.0012479,0.00062,0.0003686,0.0049354,0.0015556,0.002868,0.0008908,0.0004565,0.0006379,0.0040152,0.0014675,0.0022953,0.0011929,0.0025625,0.0025842,0.0007123,0.0012688,0.0011736,0.0005016,0.0048239,0.0007566,0.0020609,0.0015888,0.0003411,0.0006831,0.0049711,0.0011536,0.0021786,0.0052502,0.0000458,0.0012287,0.005296
1969,0.0073931,0.0194876,0.0006587,0.0010023,0.0018535,0.0028525,1969,769,1282,0.9982214,60.836113,1853.80835,12.5861111,0.6847872,125.4972229,0.0029455,0.0026206,0.0028497,0.000676,0.0006368,0.00066,0.0075253,0.0054275,0.0064759,0.0000912,0.0000728,0.0014096,0.0013005,0.0013741,0.0055124,0.0065487,0.0041009,0.0054119,0.0016476,0.0012125,0.0013807,0.0003506,0.0002086,0.0074188,0.0038521,0.0052033,0.000753,0.0006061,0.0006652,0.0033825,0.0021878,0.0028232,0.0041375,0.001979,0.0027913,0.0009,0.0005414,0.0006723,0.0074188,0.0026497,0.0043382,0.0005243,0.0002938,0.0019197,0.001118,0.0013869,0.0029676,0.004632,0.0021059,0.0038384,0.0023757,0.0009273,0.001399,0.0008072,0.0003947,0.0071095,0.0016606,0.0034437,0.0013298,0.000467,0.0006889,0.0051542,0.0016786,0.0027312,0.0012611,0.0030111,0.003782,0.0007131,0.0014261,0.0013406,0.0005424,0.0067794,0.0008218,0.0024687,0.0015522,0.0003567,0.0007419,0.0062264,0.0011593,0.0025633,0.0075704,0.000035,0.0013735,0.0076053
1970,0.0055763,0.0178904,0.0006421,0.0009543,0.0017428,0.0027117,1970,2198,1743,0.9985973,60.875,1855.525024,13.4972219,0.6504014,148.4638824,0.0028301,0.0025011,0.0026996,0.0006751,0.0006144,0.0006446,0.0072896,0.0058717,0.0066733,0.0002091,0.0000878,0.0013852,0.0012045,0.0012985,0.0059121,0.0067611,0.0036982,0.0052586,0.0014971,0.0011001,0.0013064,0.0002907,0.0002064,0.0070648,0.0035143,0.0050521,0.0007067,0.0005818,0.000647,0.0034844,0.0020478,0.0026698,0.0040243,0.0017775,0.0026571,0.000784,0.000558,0.0006534,0.0070488,0.0025372,0.0041618,0.0004746,0.0002877,0.0016377,0.0009909,0.0013102,0.0028418,0.0044495,0.0018063,0.0035787,0.002026,0.0008817,0.0013267,0.0006536,0.0003882,0.0069635,0.0014698,0.0031905,0.0009956,0.0004772,0.0006693,0.0049111,0.0014678,0.0025692,0.0012612,0.0028279,0.0036604,0.0006932,0.0013531,0.0013989,0.0005302,0.0067987,0.0007896,0.0022976,0.0017368,0.0003486,0.0007214,0.0059323,0.0011529,0.0024021,0.0073004,0.0000404,0.0012949,0.0073408
1971,0.0036604,0.0536611,0.0006277,0.0009294,0.0016837,0.0025018,1971,15,1599,0.9967598,60.913887,1861.16394,16.3833332,0.6821153,207.3777771,0.0026541,0.0023734,0.0025025,0.0006346,0.0006191,0.0006275,0.0054905,0.0050353,0.0053325,0.0000931,0.0000605,0.0012771,0.0012264,0.0012558,0.0050757,0.0053931,0.0039695,0.0048822,0.0013891,0.0011444,0.0012596,0.0003091,0.0001756,0.0053727,0.0037614,0.0047066,0.0006797,0.0005866,0.0006305,0.0030711,0.0021207,0.0025,0.0038426,0.0018949,0.0024649,0.0007814,0.0005421,0.0006352,0.0053727,0.0023286,0.0038111,0.0004009,0.0002719,0.0017912,0.0009855,0.0012696,0.0026438,0.004083,0.0017631,0.0033223,0.0023491,0.0008162,0.0012823,0.0006594,0.0003653,0.005274,0.001426,0.0029569,0.0009356,0.0004646,0.000651,0.004687,0.0014686,0.00242,0.0013144,0.0026639,0.0029546,0.0006946,0.0013052,0.0012693,0.0005068,0.0052517,0.0008698,0.0021571,0.0016285,0.0003318,0.0006992,0.0051651,0.0010985,0.0022747,0.0055562,0.0000275,0.0012551,0.0055837
1972,0.0030182,0.0380637,0.0006654,0.0010184,0.001947,0.0034581,1972,440,2315,0.9969924,60.8111115,1854.583374,14.2777777,0.6594855,156.7888947,0.0038292,0.0028774,0.0034205,0.0006892,0.0006548,0.0006664,0.0131195,0.0093076,0.0111011,0.0001552,0.0000932,0.0015094,0.0013652,0.0014212,0.0094628,0.0111943,0.0041017,0.0067942,0.0018554,0.0011943,0.0014401,0.0003418,0.0002204,0.0130022,0.0039556,0.0065738,0.0007847,0.0006129,0.0006715,0.0059246,0.0022693,0.0033261,0.0090608,0.0019551,0.0032409,0.0009761,0.0005707,0.0006832,0.0129516,0.0025741,0.0051084,0.0004873,0.0002994,0.0024261,0.0010748,0.0014596,0.0027828,0.0054078,0.0018459,0.0041343,0.0054321,0.0009287,0.0015027,0.0008009,0.0004057,0.0125247,0.0015632,0.0037286,0.0017969,0.0005081,0.000713,0.0113917,0.0014847,0.0030266,0.0010774,0.0032141,0.007204,0.000733,0.0015583,0.0020979,0.0005735,0.0125247,0.0007636,0.0026406,0.0028384,0.0003177,0.0007862,0.0127494,0.0009901,0.0027576,0.0132324,0.0000333,0.0014199,0.0132657
1973,0.0055414,0.0326048,0.0006111,0.0008892,0.0015952,0.0023145,1973,2165,1961,0.9970221,60.6222229,1843.199951,12.7861109,0.668732,130.0138855,0.0024079,0.0021516,0.0023169,0.0006242,0.00059,0.0006115,0.0056674,0.0051205,0.0053502,0.0000934,0.0000759,0.0012231,0.0011447,0.001196,0.0052139,0.0054261,0.0035264,0.0046935,0.0013722,0.0011005,0.0012013,0.0002696,0.0001944,0.0056442,0.0033085,0.004499,0.0006523,0.0005666,0.0006123,0.0028257,0.0020065,0.0023056,0.0034538,0.0018595,0.0023073,0.0007279,0.0005239,0.0006163,0.0054878,0.0021594,0.0036338,0.0004311,0.0002704,0.0015829,0.0009959,0.0012054,0.002438,0.0039042,0.0018322,0.0031452,0.0018679,0.0008976,0.0012177,0.0005852,0.0003616,0.005331,0.0015132,0.0027836,0.000907,0.00046,0.0006296,0.0045485,0.0014732,0.0022619,0.0012488,0.0025028,0.0029263,0.0006923,0.0012422,0.0013493,0.0004918,0.0052429,0.0008457,0.0020111,0.0014579,0.000317,0.0006702,0.0049643,0.00107,0.0021416,0.005718,0.0000404,0.0011952,0.0057583
1974,0.0083498,0.0252484,0.0006609,0.0010012,0.001859,0.0029111,1974,2230,2381,0.9975603,60.5638885,1838.797241,12.1499996,0.6794321,118.9555588,0.003008,0.0027977,0.0029072,0.0006806,0.0006352,0.0006621,0.0069413,0.0060543,0.0064947,0.0001437,0.0000921,0.0014163,0.0013113,0.0013742,0.0061037,0.0065868,0.0044624,0.0056394,0.0014888,0.0012308,0.0013759,0.0003152,0.0002071,0.0066893,0.0041472,0.0054323,0.0007211,0.0006103,0.0006656,0.0033258,0.0024493,0.0028905,0.0040225,0.0021848,0.0028558,0.0007912,0.0005702,0.0006694,0.0066759,0.0026495,0.0045117,0.000464,0.0002857,0.0017961,0.0010984,0.0013837,0.0029622,0.0047974,0.0020774,0.0038967,0.0023559,0.0009406,0.0013996,0.0007124,0.0003862,0.0065226,0.0016496,0.0035105,0.0010426,0.0004706,0.0006863,0.0050723,0.0016354,0.0027819,0.0012195,0.0030674,0.0035672,0.0007911,0.0014293,0.0016518,0.0005386,0.0063951,0.0008893,0.0025288,0.0017118,0.0003373,0.0007417,0.0062266,0.0011053,0.0025908,0.0069413,0.0000438,0.0013735,0.0069852
1975,0.0057312,0.0247232,0.0006498,0.0009852,0.0018504,0.0030905,1975,524,806,0.9981809,60.6277771,1841.622192,12.8416662,0.6417463,138.0694427,0.0039228,0.0025338,0.0031462,0.0006908,0.0006097,0.0006533,0.0163704,0.0058271,0.0091324,0.0002268,0.0001223,0.0014685,0.0012312,0.0013578,0.0058759,0.0092547,0.0036014,0.0066474,0.0016222,0.0010872,0.0013638,0.0003303,0.0002131,0.0162968,0.0035525,0.0064342,0.0007444,0.0005502,0.0006574,0.0064944,0.0020334,0.0031624,0.0107883,0.0015155,0.0030073,0.000821,0.0004874,0.0006662,0.0161954,0.0020396,0.0048787,0.0004917,0.0002902,0.0020543,0.0009614,0.0013816,0.0022429,0.0051689,0.0017261,0.0040173,0.0047398,0.0008955,0.0014187,0.0014386,0.000391,0.0158011,0.0014273,0.0036263,0.0025069,0.0004103,0.0006893,0.0128997,0.001407,0.0028757,0.0011852,0.0031077,0.0073396,0.0007314,0.0014567,0.0027724,0.000543,0.0157699,0.0007549,0.0025647,0.0036434,0.0002993,0.0007528,0.0150777,0.0010732,0.0026362,0.016474,0.0000489,0.0013529,0.0165228
1976,0.0027791,0.0134125,0.000686,0.0010581,0.0020364,0.0036848,1976,2157,685,0.9980366,60.7083321,1846.319458,17.9500008,0.6630075,270.25,0.0042857,0.0027527,0.0035707,0.0007413,0.0006485,0.0006897,0.0144968,0.007221,0.010133,0.0001975,0.0001432,0.0016829,0.0013357,0.0015026,0.0074185,0.0102762,0.004775,0.007161,0.0022075,0.0012381,0.0015148,0.0003609,0.0002458,0.014309,0.0045342,0.0069153,0.0008607,0.0006171,0.0006955,0.0056508,0.0022931,0.0035071,0.0071544,0.001937,0.0033957,0.0010074,0.0005461,0.000704,0.0141804,0.00296,0.0053555,0.000472,0.0003134,0.0027039,0.0010516,0.0015302,0.0032153,0.0056689,0.0019769,0.0044359,0.0042268,0.0009272,0.0015626,0.0008627,0.0004172,0.0140351,0.0016292,0.0040187,0.0013003,0.0004408,0.0007339,0.0108237,0.0016507,0.00323,0.0013581,0.0034524,0.006167,0.0006824,0.0016178,0.0021378,0.0005883,0.0137595,0.0007795,0.0028641,0.0033036,0.0003386,0.0008104,0.0131497,0.0010614,0.0029412,0.0145472,0.0000647,0.001489,0.014612
1977,0.0021196,0.0137314,0.0006225,0.0009203,0.0017119,0.0028978,1977,1277,2103,0.998225,60.7972221,1851.352783,16.9694443,0.6466434,253.6861115,0.0036887,0.0021588,0.0029006,0.000662,0.000594,0.0006271,0.0104415,0.0051515,0.0078544,0.0001984,0.0000914,0.0014149,0.0011273,0.0012737,0.0051872,0.0079458,0.003313,0.0057774,0.0017503,0.0010613,0.0012926,0.0002919,0.0001838,0.0104343,0.0030932,0.0055935,0.0007354,0.000554,0.000632,0.005079,0.0019462,0.0028074,0.0063993,0.0016917,0.0027674,0.0009033,0.0005242,0.0006399,0.0102748,0.0023261,0.0043682,0.0004257,0.0002677,0.0020202,0.0009735,0.0013014,0.0025459,0.0046359,0.0018108,0.0036056,0.0028877,0.0008572,0.0013202,0.0008141,0.0003755,0.0102742,0.001521,0.0032301,0.0013237,0.0004465,0.0006622,0.0079528,0.0014647,0.002641,0.0011027,0.0028416,0.0050401,0.0006925,0.0013608,0.0017499,0.0005189,0.0099376,0.0006367,0.0023227,0.0021092,0.0003152,0.0007143,0.0091169,0.0010322,0.0024323,0.0106041,0.0000358,0.0012535,0.0106399
1978,0.0032638,0.0179059,0.0006072,0.0008872,0.0015964,0.0023552,1978,252,1531,0.9984944,60.7916679,1850.541626,16.0027771,0.6451944,232.6861115,0.0027561,0.0021701,0.0023807,0.0006152,0.0005969,0.0006066,0.0084198,0.00486,0.0062869,0.0001956,0.0001314,0.0012231,0.001168,0.0011916,0.005053,0.0064183,0.0035127,0.0048869,0.0016098,0.0010846,0.001201,0.0002911,0.0002133,0.0083709,0.003252,0.0046735,0.0006798,0.0005741,0.0006092,0.0046422,0.0020291,0.0023761,0.0062079,0.0017937,0.0023603,0.0007319,0.0005394,0.0006142,0.0081568,0.0022342,0.0037308,0.0004118,0.0002795,0.0020696,0.0009412,0.0012083,0.0025218,0.0040103,0.0016968,0.00321,0.0030587,0.0007891,0.0012189,0.0008107,0.0003667,0.0081568,0.0013461,0.0028433,0.0012005,0.0004684,0.0006291,0.0072929,0.0013844,0.0023057,0.0011501,0.0025353,0.0042449,0.0006972,0.0012491,0.0019643,0.0004978,0.0079166,0.0008178,0.0020375,0.0023938,0.0003614,0.0006716,0.0076244,0.0010457,0.0021652,0.0084198,0.0000458,0.0011905,0.0084656
1979,0.0032923,0.0279116,0.0006136,0.0009044,0.0016258,0.0025389,1979,382,979,0.9980655,60.5416679,1836.486084,14.958333,0.631309,211.1750031,0.0027816,0.002144,0.0025481,0.000635,0.0005962,0.0006147,0.010743,0.0049959,0.0083046,0.0001225,0.0000883,0.0012672,0.001144,0.0012184,0.0051184,0.0083929,0.0030362,0.0053283,0.0015132,0.0010565,0.0012252,0.0002878,0.0001943,0.0105567,0.0027952,0.005134,0.0007056,0.000573,0.0006172,0.0041762,0.0019431,0.0025951,0.0052722,0.0017688,0.0025383,0.0008097,0.0005418,0.0006235,0.0104269,0.0023236,0.0038986,0.000434,0.0002748,0.001825,0.0010184,0.0012368,0.0026113,0.0041734,0.0017196,0.0032896,0.0029214,0.000902,0.0012589,0.0008587,0.0003635,0.0104269,0.0013327,0.0029262,0.0013977,0.0004494,0.0006402,0.0074853,0.0014548,0.0024058,0.00122,0.0026163,0.0048286,0.0006717,0.0012925,0.0019482,0.0005003,0.0100404,0.0007775,0.002116,0.0024798,0.0003498,0.0006897,0.0088272,0.001044,0.0022389,0.010743,0.0000529,0.0012149,0.0107958
1980,0.004139,0.05297,0.0006135,0.0009046,0.0016445,0.0024985,1980,2188,1148,0.9966651,60.8638878,1858.313843,16.7694435,0.6908916,213.202774,0.0028831,0.0021675,0.0024802,0.0006341,0.0006051,0.000614,0.0066521,0.005037,0.0055845,0.00016,0.0000779,0.0013167,0.001159,0.0012283,0.005197,0.0056623,0.0032535,0.0049244,0.0015057,0.0010979,0.0012335,0.0002947,0.0001701,0.0066521,0.0031887,0.0047543,0.0006832,0.000581,0.0006157,0.0035409,0.0019966,0.0024668,0.0043165,0.0016864,0.002435,0.0007701,0.0005199,0.0006219,0.0066521,0.0022585,0.0038061,0.0004079,0.0002571,0.0017505,0.0009785,0.0012405,0.0025496,0.0040632,0.0018015,0.0032685,0.0022379,0.0008021,0.0012589,0.0006824,0.0003576,0.0064608,0.0014737,0.0029109,0.0009255,0.0004594,0.0006371,0.0049447,0.0014545,0.0023715,0.0011832,0.002591,0.003417,0.0006839,0.0012868,0.0014227,0.0004981,0.0061794,0.0008037,0.002093,0.0016166,0.0003449,0.0006856,0.0057041,0.0009539,0.0022224,0.006687,0.0000341,0.0012234,0.0067212
1981,0.0030532,0.0328419,0.0006389,0.0009698,0.0018826,0.0032999,1981,587,2251,0.9962327,60.6222229,1844.805542,14.7111111,0.6629791,165.222229,0.0034215,0.0031868,0.0032982,0.0006643,0.0006131,0.0006407,0.0149026,0.0092323,0.0118512,0.0001165,0.0000724,0.0014521,0.0012685,0.0013559,0.0093488,0.0119235,0.0037882,0.0073184,0.001841,0.0011069,0.0013804,0.0003127,0.0002071,0.0149105,0.0036377,0.0071113,0.0007466,0.0005661,0.0006481,0.0052871,0.0020477,0.0032029,0.0086736,0.0018298,0.0031773,0.0009787,0.0005407,0.0006572,0.0146413,0.0021773,0.0051487,0.0004485,0.0002855,0.002111,0.0009967,0.0013964,0.0024162,0.0054342,0.0017934,0.0040564,0.0035871,0.000898,0.0014386,0.0007667,0.0003887,0.0142701,0.0014808,0.0036677,0.0015378,0.0004545,0.000686,0.0122712,0.0013607,0.0029281,0.0012331,0.0030981,0.0087593,0.000685,0.0014905,0.0030862,0.0005563,0.0140222,0.0007621,0.0025418,0.0045793,0.000349,0.0007625,0.0134585,0.0009589,0.0026545,0.0149167,0.0000341,0.001355,0.0149508
