OID_,vh_raw,vv_raw,zonal_0304_10m_p5,zonal_0304_10m_p25,zonal_0304_10m_p75,zonal_0304_10m_p95,Point_ID,S1_pixel_ID,VV_GLCM_cor,VV_GLCM_mean,VV_GLCM_var,VH_GLCM_mean,VH_GLCM_cor,VH_GLCM_var,zonal_0304_5m_p95_max,zonal_0304_5m_p95_min,zonal_0304_5m_p95_mean,zonal_0304_5m_p5_max,zonal_0304_5m_p5_min,zonal_0304_5m_p5_mean,zonal_0304_5m_range_max,zonal_0304_5m_range_min,zonal_0304_5m_range_mean,zonal_0304_5m_min_max,zonal_0304_5m_min_mean,zonal_0304_5m_med_max,zonal_0304_5m_med_min,zonal_0304_5m_med_mean,zonal_0304_5m_max_min,zonal_0304_5m_max_mean,zonal_0304_2m_max_min,zonal_0304_2m_max_mean,zonal_0304_2m_med_max,zonal_0304_2m_med_min,zonal_0304_2m_med_mean,zonal_0304_2m_min_max,zonal_0304_2m_min_mean,zonal_0304_2m_range_max,zonal_0304_2m_range_min,zonal_0304_2m_range_mean,zonal_0304_2m_p5_max,zonal_0304_2m_p5_min,zonal_0304_2m_p5_mean,zonal_0304_2m_p95_max,zonal_0304_2m_p95_min,zonal_0304_2m_p95_mean,zonal_0304_1m_p95_max,zonal_0304_1m_p95_min,zonal_0304_1m_p95_mean,zonal_0304_1m_p5_max,zonal_0304_1m_p5_min,zonal_0304_1m_p5_mean,zonal_0304_1m_range_max,zonal_0304_1m_range_min,zonal_0304_1m_range_mean,zonal_0304_1m_min_max,zonal_0304_1m_min_mean,zonal_0304_1m_med_max,zonal_0304_1m_med_min,zonal_0304_1m_med_mean,zonal_0304_1m_max_min,zonal_0304_1m_max_mean,zonal_0304_50cm_max_min,zonal_0304_50cm_max_mean,zonal_0304_50cm_med_max,zonal_0304_50cm_med_min,zonal_0304_50cm_med_mean,zonal_0304_50cm_min_max,zonal_0304_50cm_min_mean,zonal_0304_50cm_range_max,zonal_0304_50cm_range_min,zonal_0304_50cm_range_mean,zonal_0304_50cm_p5_max,zonal_0304_50cm_p5_min,zonal_0304_50cm_p5_mean,zonal_0304_50cm_p95_max,zonal_0304_50cm_p95_min,zonal_0304_50cm_p95_mean,zonal_0304_25cm_max_1_min,zonal_0304_25cm_max_1_mean,zonal_0304_25cm_med_1_max,zonal_0304_25cm_med_1_min,zonal_0304_25cm_med_1_mean,zonal_0304_25cm_min_1_max,zonal_0304_25cm_min_1_mean,zonal_0304_25cm_range_1_max,zonal_0304_25cm_range_1_min,zonal_0304_25cm_range_1_mean,zonal_0304_25cm_p5_1_max,zonal_0304_25cm_p5_1_min,zonal_0304_25cm_p5_1_mean,zonal_0304_25cm_p95_1_max,zonal_0304_25cm_p95_1_min,zonal_0304_25cm_p95_1_mean,zonal_0304_10m_range,zonal_0304_10m_min,zonal_0304_10m_med,zonal_0304_10m_max
1931,0.0033657,0.0186501,0.0006853,0.0010667,0.0020420,0.0035071,1931,1952,0.9972303,60.4194450,1830.2972412,24.4333324,0.8032919,496.1666565,0.0040454,0.0029526,0.0034792,0.0007285,0.0006630,0.0006869,0.0105845,0.0059257,0.0089094,0.0002105,0.0001305,0.0016626,0.0013722,0.0014955,0.0061123,0.0090399,0.0039469,0.0065221,0.0018651,0.0012662,0.0015065,0.0003457,0.0002143,0.0103623,0.0037603,0.0063078,0.0008126,0.0006356,0.0006939,0.0043787,0.0023009,0.0034448,0.0060911,0.0018461,0.0033166,0.0009587,0.0005628,0.0007070,0.0102575,0.0029801,0.0050334,0.0005360,0.0003050,0.0022596,0.0010528,0.0015272,0.0032968,0.0053384,0.0018537,0.0043508,0.0030589,0.0009252,0.0015479,0.0007794,0.0004136,0.0099683,0.0015358,0.0039371,0.0012051,0.0004551,0.0007283,0.0074271,0.0016375,0.0031835,0.0014121,0.0034072,0.0052248,0.0006926,0.0015979,0.0015661,0.0005823,0.0097288,0.0009006,0.0028249,0.0024709,0.0003593,0.0008044,0.0091792,0.0012644,0.0029054,0.0105845,0.0000610,0.0014875,0.0106455
1932,0.0045084,0.0230232,0.0006863,0.0010659,0.0021307,0.0039603,1932,217,0.9977204,60.5694427,1838.7194824,27.3055553,0.8311447,612.1611328,0.0046782,0.0025452,0.0037936,0.0007408,0.0006479,0.0006943,0.0191319,0.0061392,0.0112361,0.0002179,0.0001385,0.0017696,0.0012808,0.0015364,0.0062207,0.0113746,0.0041248,0.0074579,0.0023144,0.0011607,0.0015625,0.0003316,0.0002401,0.0190421,0.0039651,0.0072177,0.0009463,0.0006011,0.0007079,0.0060247,0.0023065,0.0036846,0.0089874,0.0018783,0.0035773,0.0010842,0.0005502,0.0007258,0.0188798,0.0026063,0.0055165,0.0005344,0.0003266,0.0027456,0.0010630,0.0015828,0.0029162,0.0058432,0.0018491,0.0046828,0.0043479,0.0009171,0.0016227,0.0009488,0.0004250,0.0185787,0.0015040,0.0042579,0.0017429,0.0004879,0.0007532,0.0119873,0.0015534,0.0034005,0.0012795,0.0036477,0.0081030,0.0007605,0.0016813,0.0031395,0.0005999,0.0173620,0.0008484,0.0030478,0.0037545,0.0003697,0.0008248,0.0181144,0.0011094,0.0031067,0.0193010,0.0000489,0.0015088,0.0193498
1933,0.0088739,0.0708301,0.0007216,0.0011428,0.0022986,0.0041129,1933,1924,0.9979563,60.7138901,1847.1528320,30.4805565,0.8495306,722.2027588,0.0050864,0.0032264,0.0040666,0.0007866,0.0006895,0.0007260,0.0219816,0.0089397,0.0127717,0.0001672,0.0000987,0.0018514,0.0014507,0.0016326,0.0090163,0.0128704,0.0047962,0.0090078,0.0021436,0.0013489,0.0016537,0.0004153,0.0002183,0.0217334,0.0047401,0.0087895,0.0008861,0.0006558,0.0007353,0.0067746,0.0027349,0.0039398,0.0092483,0.0022998,0.0038597,0.0010405,0.0005963,0.0007473,0.0217143,0.0028175,0.0064706,0.0006141,0.0003135,0.0030496,0.0011965,0.0016822,0.0032024,0.0067841,0.0023072,0.0052501,0.0040386,0.0009522,0.0017125,0.0008019,0.0004341,0.0215709,0.0018894,0.0048159,0.0013252,0.0004779,0.0007738,0.0128613,0.0018030,0.0037448,0.0013661,0.0040081,0.0083953,0.0007531,0.0017700,0.0019734,0.0006172,0.0215709,0.0009657,0.0033909,0.0029070,0.0003992,0.0008558,0.0192850,0.0011183,0.0034038,0.0220927,0.0000561,0.0016189,0.0221487
1934,0.0033918,0.0289779,0.0007230,0.0011668,0.0023957,0.0043081,1934,942,0.9973961,60.5194435,1835.9305420,21.3972225,0.7312565,383.5027771,0.0049390,0.0037504,0.0043078,0.0007458,0.0006954,0.0007248,0.0135796,0.0098487,0.0109462,0.0002216,0.0001170,0.0017816,0.0015375,0.0016795,0.0099223,0.0110631,0.0052001,0.0081053,0.0020574,0.0014066,0.0017008,0.0003964,0.0002319,0.0134659,0.0049604,0.0078734,0.0008374,0.0006356,0.0007347,0.0062577,0.0029708,0.0041914,0.0087062,0.0022138,0.0040450,0.0009678,0.0005862,0.0007508,0.0134659,0.0033353,0.0062849,0.0005505,0.0003242,0.0027877,0.0011114,0.0017283,0.0035928,0.0066091,0.0020624,0.0052041,0.0042861,0.0009857,0.0017869,0.0008702,0.0004456,0.0132958,0.0017907,0.0047585,0.0017782,0.0004703,0.0007949,0.0115141,0.0015565,0.0037926,0.0014838,0.0040577,0.0070781,0.0007536,0.0018497,0.0020396,0.0006401,0.0128371,0.0010637,0.0034176,0.0027722,0.0003798,0.0008926,0.0124831,0.0012846,0.0034623,0.0137727,0.0000285,0.0016748,0.0138012
1935,0.0043171,0.0287963,0.0006875,0.0010599,0.0020542,0.0035228,1935,1631,0.9974192,60.5416679,1837.2694092,24.6388893,0.8022714,512.1777954,0.0037744,0.0026939,0.0034642,0.0007388,0.0006303,0.0006946,0.0086236,0.0067401,0.0078066,0.0001942,0.0001163,0.0016161,0.0012707,0.0015001,0.0069343,0.0079229,0.0040293,0.0062963,0.0018645,0.0011323,0.0015141,0.0003524,0.0002302,0.0085927,0.0038108,0.0060662,0.0007977,0.0006030,0.0007002,0.0048125,0.0021955,0.0033897,0.0060741,0.0018786,0.0033008,0.0010274,0.0005776,0.0007089,0.0085038,0.0024852,0.0049982,0.0004950,0.0003146,0.0028158,0.0010948,0.0015300,0.0027853,0.0053128,0.0019796,0.0043202,0.0039728,0.0009118,0.0015547,0.0007152,0.0004164,0.0082303,0.0015745,0.0039039,0.0013302,0.0005034,0.0007354,0.0069905,0.0015237,0.0031685,0.0011407,0.0034044,0.0051111,0.0006902,0.0015986,0.0018705,0.0005860,0.0078206,0.0007860,0.0028184,0.0024190,0.0003760,0.0008084,0.0080249,0.0010687,0.0029136,0.0087747,0.0000350,0.0014884,0.0088097
1936,0.0043376,0.0356686,0.0007324,0.0011775,0.0024546,0.0044275,1936,1791,0.9979129,60.6972237,1846.0250244,27.5888882,0.8324909,628.6889038,0.0052109,0.0035829,0.0043096,0.0008041,0.0006760,0.0007439,0.0175312,0.0097695,0.0132884,0.0002280,0.0001442,0.0019352,0.0015135,0.0017158,0.0099934,0.0134326,0.0046968,0.0083373,0.0025618,0.0012438,0.0017515,0.0003428,0.0002382,0.0173109,0.0044700,0.0080991,0.0009448,0.0006269,0.0007557,0.0073305,0.0024736,0.0041552,0.0077946,0.0020995,0.0040639,0.0011846,0.0005873,0.0007718,0.0171193,0.0028748,0.0062748,0.0005466,0.0003306,0.0031647,0.0011667,0.0017717,0.0031613,0.0066053,0.0022490,0.0052861,0.0042501,0.0008693,0.0018163,0.0009566,0.0004554,0.0167491,0.0018016,0.0048307,0.0015233,0.0004842,0.0008087,0.0142307,0.0016325,0.0038931,0.0012671,0.0041188,0.0087354,0.0006782,0.0018910,0.0024232,0.0006481,0.0163711,0.0009836,0.0034707,0.0027520,0.0003285,0.0009019,0.0170692,0.0011700,0.0035218,0.0175358,0.0000601,0.0016981,0.0175959
1937,0.0080317,0.0953309,0.0007195,0.0011351,0.0022369,0.0038348,1937,422,0.9981661,60.8583336,1855.4583740,30.6611118,0.8490779,733.8222046,0.0041247,0.0036337,0.0038307,0.0007373,0.0007043,0.0007208,0.0114372,0.0078413,0.0091093,0.0001887,0.0001184,0.0016535,0.0015045,0.0016007,0.0079816,0.0092277,0.0049343,0.0073902,0.0019637,0.0012817,0.0016175,0.0003684,0.0002240,0.0111263,0.0046388,0.0071663,0.0008423,0.0006481,0.0007291,0.0047434,0.0024648,0.0037312,0.0056871,0.0021944,0.0036559,0.0009877,0.0006124,0.0007363,0.0111263,0.0028925,0.0056620,0.0005098,0.0003140,0.0025470,0.0012061,0.0016326,0.0032458,0.0059761,0.0019689,0.0047570,0.0036743,0.0008898,0.0016652,0.0009879,0.0004328,0.0108377,0.0016734,0.0043241,0.0012516,0.0004984,0.0007611,0.0073834,0.0015121,0.0035016,0.0014630,0.0037572,0.0047355,0.0007383,0.0017136,0.0017034,0.0006048,0.0107783,0.0010191,0.0031524,0.0020930,0.0004120,0.0008390,0.0099351,0.0012755,0.0032154,0.0114372,0.0000576,0.0015972,0.0114948
1938,0.0025017,0.0257770,0.0006841,0.0010727,0.0020857,0.0035142,1938,1614,0.9999275,61.8833351,1914.9111328,24.5972214,0.7872626,448.6361084,0.0039926,0.0030508,0.0034536,0.0007187,0.0006585,0.0006872,0.0088152,0.0065086,0.0078307,0.0001954,0.0000916,0.0016989,0.0013841,0.0015262,0.0065729,0.0079222,0.0046070,0.0064115,0.0020694,0.0011292,0.0015397,0.0003211,0.0002246,0.0086682,0.0044098,0.0061869,0.0008647,0.0005987,0.0006954,0.0046845,0.0021026,0.0034031,0.0052885,0.0018536,0.0033028,0.0010490,0.0005770,0.0007091,0.0084888,0.0023876,0.0050655,0.0005337,0.0003007,0.0025384,0.0010262,0.0015513,0.0026852,0.0053663,0.0017610,0.0042890,0.0043589,0.0009371,0.0015806,0.0010159,0.0004218,0.0082594,0.0012976,0.0038672,0.0021093,0.0004802,0.0007462,0.0065539,0.0015555,0.0031680,0.0011749,0.0033657,0.0050442,0.0007513,0.0016183,0.0031934,0.0006106,0.0078602,0.0007664,0.0027551,0.0036103,0.0003599,0.0008350,0.0075474,0.0011024,0.0028936,0.0088413,0.0000404,0.0015196,0.0088817
1939,0.0011217,0.0207151,0.0006946,0.0010754,0.0020263,0.0033716,1939,361,0.9998910,61.8416672,1912.3972168,22.5861111,0.7529569,381.1638794,0.0039325,0.0030333,0.0033844,0.0007100,0.0006897,0.0006953,0.0140902,0.0062917,0.0087517,0.0002030,0.0001331,0.0016096,0.0014385,0.0015043,0.0064051,0.0088848,0.0044397,0.0062127,0.0019814,0.0012819,0.0015171,0.0003698,0.0002391,0.0138555,0.0042686,0.0059737,0.0008272,0.0006392,0.0006989,0.0061089,0.0026582,0.0033189,0.0091410,0.0021272,0.0032268,0.0009580,0.0005262,0.0007086,0.0137922,0.0029467,0.0049398,0.0005054,0.0003092,0.0031604,0.0011891,0.0015301,0.0033556,0.0052490,0.0019006,0.0042704,0.0042599,0.0009615,0.0015482,0.0016151,0.0004171,0.0137678,0.0015828,0.0038533,0.0021240,0.0004475,0.0007354,0.0102490,0.0016351,0.0031307,0.0013339,0.0033665,0.0080982,0.0007918,0.0015883,0.0024400,0.0005867,0.0131024,0.0009228,0.0027798,0.0031988,0.0003364,0.0008051,0.0116497,0.0012435,0.0028757,0.0141053,0.0001003,0.0014997,0.0142056
1940,0.0059010,0.0248449,0.0006983,0.0011169,0.0022695,0.0041581,1940,984,0.9985371,61.5777779,1898.8277588,23.7000008,0.7968162,418.0944519,0.0048644,0.0037386,0.0041324,0.0007182,0.0006538,0.0007007,0.0130851,0.0083515,0.0106235,0.0002150,0.0001285,0.0017474,0.0014500,0.0016086,0.0085624,0.0107520,0.0047416,0.0075676,0.0019228,0.0012512,0.0016188,0.0003579,0.0002337,0.0129424,0.0045267,0.0073339,0.0007848,0.0006117,0.0007074,0.0059465,0.0026403,0.0040475,0.0080052,0.0020338,0.0038412,0.0009610,0.0005050,0.0007285,0.0129424,0.0030375,0.0057660,0.0005925,0.0003109,0.0025169,0.0011657,0.0016459,0.0032270,0.0060768,0.0020984,0.0047497,0.0062422,0.0007668,0.0017158,0.0008482,0.0004264,0.0124265,0.0016875,0.0043233,0.0018067,0.0004107,0.0007715,0.0095187,0.0013698,0.0035546,0.0012709,0.0037387,0.0072707,0.0006967,0.0017729,0.0029641,0.0006376,0.0105244,0.0008966,0.0031012,0.0033614,0.0003410,0.0008799,0.0120767,0.0011401,0.0032176,0.0130851,0.0000253,0.0016019,0.0131104
1941,0.0024685,0.0314913,0.0007323,0.0011813,0.0023485,0.0042055,1941,1520,0.9984986,61.5361099,1896.3138428,21.7638893,0.7645452,354.8805542,0.0052988,0.0034231,0.0041065,0.0007692,0.0007090,0.0007354,0.0181334,0.0074561,0.0109660,0.0001550,0.0001082,0.0019457,0.0015668,0.0017101,0.0075911,0.0110743,0.0052346,0.0080164,0.0028810,0.0013973,0.0017331,0.0003333,0.0002060,0.0180712,0.0049429,0.0078104,0.0009498,0.0006665,0.0007462,0.0069430,0.0028335,0.0039867,0.0098066,0.0023456,0.0039120,0.0015836,0.0006206,0.0007725,0.0180454,0.0031332,0.0058689,0.0005718,0.0003124,0.0045366,0.0012568,0.0017668,0.0034991,0.0061814,0.0027329,0.0050829,0.0054542,0.0010700,0.0017799,0.0024621,0.0004510,0.0178210,0.0023221,0.0046318,0.0034744,0.0004939,0.0008160,0.0148616,0.0019151,0.0037258,0.0015124,0.0039769,0.0088719,0.0007600,0.0018409,0.0042598,0.0006671,0.0176567,0.0009739,0.0033098,0.0046713,0.0002971,0.0009138,0.0170403,0.0013141,0.0033855,0.0182496,0.0000389,0.0016912,0.0182885
1942,0.0080989,0.0349509,0.0007030,0.0011358,0.0024972,0.0051723,1942,1223,0.9985065,61.5499992,1897.1611328,22.9305553,0.8062086,393.3638916,0.0073106,0.0047248,0.0054592,0.0007255,0.0006844,0.0007042,0.0247217,0.0115578,0.0155163,0.0002569,0.0001364,0.0017488,0.0016100,0.0016802,0.0115982,0.0156528,0.0047678,0.0104348,0.0020832,0.0012283,0.0017060,0.0003398,0.0002349,0.0247217,0.0045409,0.0102000,0.0008598,0.0006244,0.0007119,0.0118906,0.0025167,0.0052827,0.0175856,0.0019577,0.0047865,0.0012706,0.0005623,0.0007462,0.0244569,0.0025458,0.0072577,0.0005494,0.0003268,0.0038405,0.0010657,0.0017878,0.0028741,0.0075845,0.0019440,0.0056557,0.0102687,0.0009336,0.0019539,0.0017607,0.0004616,0.0244196,0.0016315,0.0051940,0.0021564,0.0004927,0.0008132,0.0202635,0.0016352,0.0042285,0.0012597,0.0042799,0.0152583,0.0007417,0.0020430,0.0070557,0.0007293,0.0237455,0.0009420,0.0035507,0.0100035,0.0003623,0.0010047,0.0241044,0.0011404,0.0036934,0.0249151,0.0000275,0.0016824,0.0249426
1943,0.0045138,0.0556118,0.0007042,0.0011125,0.0021973,0.0036772,1943,686,0.9984679,61.5083351,1894.6472168,20.9972229,0.7785486,331.1361084,0.0041511,0.0032049,0.0036420,0.0007558,0.0006833,0.0007082,0.0120994,0.0064473,0.0086926,0.0002051,0.0000904,0.0017337,0.0014715,0.0015821,0.0065129,0.0087829,0.0050538,0.0065760,0.0018857,0.0013560,0.0015874,0.0003365,0.0001803,0.0120730,0.0048774,0.0063957,0.0008055,0.0006440,0.0007089,0.0060898,0.0028148,0.0036545,0.0080339,0.0022236,0.0035878,0.0010124,0.0005912,0.0007208,0.0120730,0.0031573,0.0053712,0.0004569,0.0002982,0.0022539,0.0011516,0.0016019,0.0034631,0.0056694,0.0019043,0.0045785,0.0028901,0.0010155,0.0016320,0.0008146,0.0004131,0.0118102,0.0016427,0.0041654,0.0013059,0.0004313,0.0007478,0.0090368,0.0015232,0.0033939,0.0012541,0.0036229,0.0061854,0.0007810,0.0016866,0.0021297,0.0006026,0.0115918,0.0008579,0.0030203,0.0024940,0.0002917,0.0008327,0.0111247,0.0011117,0.0030986,0.0122627,0.0000418,0.0015707,0.0123045
1944,0.0062008,0.0435371,0.0007740,0.0013214,0.0032586,0.0071909,1944,419,0.9975755,61.3583336,1887.0194092,22.9611111,0.8067684,390.8666687,0.0094268,0.0048023,0.0074587,0.0008989,0.0007308,0.0007876,0.0485245,0.0140633,0.0269818,0.0002193,0.0001449,0.0026821,0.0017071,0.0020618,0.0141619,0.0271267,0.0051482,0.0137146,0.0046159,0.0014885,0.0022334,0.0004531,0.0002672,0.0483082,0.0048925,0.0134474,0.0012511,0.0006790,0.0008428,0.0218522,0.0029701,0.0070996,0.0308805,0.0021609,0.0062186,0.0018244,0.0006009,0.0008981,0.0482059,0.0024873,0.0094405,0.0009342,0.0003755,0.0052777,0.0011714,0.0023364,0.0027947,0.0098160,0.0023030,0.0070890,0.0117618,0.0009822,0.0025087,0.0024831,0.0005840,0.0479593,0.0018910,0.0065050,0.0037937,0.0005259,0.0010341,0.0345531,0.0017596,0.0054225,0.0013832,0.0053871,0.0266646,0.0007915,0.0026525,0.0095606,0.0009741,0.0454000,0.0008863,0.0044130,0.0115304,0.0003877,0.0013052,0.0411839,0.0012521,0.0046690,0.0485245,0.0000782,0.0019822,0.0486027
1945,0.0043637,0.0695195,0.0007257,0.0011638,0.0023549,0.0044161,1945,2097,0.9975355,61.3166656,1884.5056152,20.9361115,0.7795925,327.0583191,0.0084935,0.0034062,0.0051465,0.0007543,0.0006943,0.0007277,0.0449009,0.0062620,0.0242591,0.0002066,0.0001363,0.0017692,0.0015328,0.0016587,0.0064686,0.0243954,0.0053323,0.0117683,0.0026741,0.0014712,0.0016908,0.0003059,0.0002185,0.0447401,0.0051143,0.0115498,0.0009038,0.0006627,0.0007361,0.0242376,0.0031047,0.0059623,0.0310993,0.0023847,0.0051540,0.0011014,0.0005860,0.0007506,0.0444133,0.0028483,0.0074609,0.0005726,0.0003127,0.0042790,0.0012238,0.0017490,0.0031538,0.0077736,0.0022640,0.0058925,0.0142826,0.0010578,0.0019553,0.0013521,0.0004395,0.0441610,0.0019436,0.0054529,0.0019656,0.0005072,0.0007985,0.0365980,0.0018223,0.0044831,0.0014276,0.0044910,0.0259217,0.0007976,0.0020583,0.0098986,0.0007012,0.0364187,0.0009520,0.0037899,0.0139296,0.0003673,0.0009723,0.0427062,0.0013761,0.0039073,0.0449298,0.0000561,0.0016538,0.0449859
1946,0.0015192,0.0424525,0.0006555,0.0009925,0.0018614,0.0029064,1946,1722,0.9993216,61.6222229,1899.9222412,20.4722214,0.7196956,314.6777649,0.0031412,0.0027979,0.0029055,0.0006876,0.0006385,0.0006570,0.0074451,0.0056123,0.0065492,0.0001738,0.0001105,0.0014702,0.0013138,0.0013710,0.0057734,0.0066596,0.0040754,0.0054756,0.0016097,0.0011614,0.0013795,0.0003029,0.0002134,0.0073923,0.0039016,0.0052622,0.0007416,0.0005856,0.0006601,0.0035103,0.0023282,0.0028742,0.0049708,0.0018777,0.0028429,0.0009022,0.0005478,0.0006691,0.0072886,0.0025375,0.0043247,0.0004743,0.0002896,0.0019735,0.0010144,0.0013891,0.0028316,0.0046143,0.0019646,0.0037407,0.0029312,0.0009222,0.0014066,0.0008815,0.0003936,0.0068462,0.0016477,0.0033471,0.0012738,0.0004742,0.0006912,0.0060807,0.0015594,0.0027546,0.0012977,0.0029698,0.0041832,0.0006998,0.0014381,0.0015561,0.0005461,0.0062957,0.0009265,0.0024237,0.0019312,0.0003596,0.0007492,0.0068045,0.0010957,0.0025455,0.0075800,0.0000389,0.0013693,0.0076189
1947,0.0022940,0.0402076,0.0006574,0.0009989,0.0018611,0.0029518,1947,346,0.9980182,61.3416672,1885.1972656,19.6638889,0.7228060,292.6250000,0.0032320,0.0025493,0.0029267,0.0006932,0.0006251,0.0006620,0.0079875,0.0055083,0.0063592,0.0000953,0.0000798,0.0014752,0.0012582,0.0013759,0.0055953,0.0064390,0.0037145,0.0054957,0.0017960,0.0011322,0.0013856,0.0003140,0.0002065,0.0078847,0.0034629,0.0052892,0.0008305,0.0005935,0.0006692,0.0041585,0.0022592,0.0028681,0.0047294,0.0019331,0.0028508,0.0009592,0.0005567,0.0006742,0.0078847,0.0024714,0.0043564,0.0005370,0.0002875,0.0020479,0.0010049,0.0013924,0.0027490,0.0046439,0.0020039,0.0038215,0.0023641,0.0008484,0.0014050,0.0008932,0.0003867,0.0077308,0.0016105,0.0034348,0.0011869,0.0004383,0.0006922,0.0061297,0.0014591,0.0027818,0.0011923,0.0030562,0.0036109,0.0007803,0.0014370,0.0014034,0.0005416,0.0074423,0.0007772,0.0025146,0.0017272,0.0002886,0.0007454,0.0072636,0.0010473,0.0025978,0.0080185,0.0000529,0.0013706,0.0080714
1948,0.0024155,0.0613513,0.0006568,0.0009928,0.0018237,0.0027742,1948,442,0.9982120,61.3611107,1885.9943848,18.9111118,0.7350749,272.0055542,0.0031677,0.0024930,0.0027789,0.0006748,0.0006357,0.0006585,0.0064316,0.0052557,0.0060642,0.0000703,0.0000529,0.0014374,0.0012872,0.0013630,0.0052832,0.0061171,0.0043605,0.0053032,0.0015234,0.0011305,0.0013656,0.0002963,0.0001982,0.0062813,0.0041288,0.0051050,0.0007111,0.0005708,0.0006617,0.0034984,0.0020833,0.0027642,0.0042484,0.0019556,0.0027314,0.0008057,0.0005117,0.0006692,0.0062418,0.0025435,0.0043182,0.0004459,0.0002864,0.0018657,0.0010336,0.0013720,0.0028397,0.0046046,0.0020562,0.0037249,0.0021533,0.0009176,0.0013820,0.0006952,0.0003946,0.0060982,0.0015921,0.0033303,0.0010085,0.0004614,0.0006868,0.0049420,0.0016460,0.0026709,0.0013118,0.0029316,0.0038125,0.0007059,0.0014105,0.0011677,0.0005393,0.0057891,0.0007799,0.0023923,0.0016218,0.0003527,0.0007380,0.0056580,0.0010743,0.0024922,0.0064621,0.0000275,0.0013581,0.0064897
1949,0.0041505,0.0743444,0.0006542,0.0009962,0.0018731,0.0030449,1949,1106,0.9973723,61.1805573,1876.3806152,18.7999992,0.7350729,268.0610962,0.0037729,0.0025591,0.0030544,0.0006660,0.0006389,0.0006543,0.0079629,0.0051704,0.0064379,0.0002226,0.0001140,0.0014641,0.0012893,0.0013832,0.0052567,0.0065519,0.0042349,0.0056749,0.0016723,0.0012219,0.0013886,0.0003437,0.0002172,0.0077883,0.0039969,0.0054578,0.0007180,0.0006025,0.0006571,0.0040669,0.0023794,0.0030253,0.0048473,0.0020884,0.0029755,0.0008414,0.0005593,0.0006658,0.0077824,0.0026976,0.0045179,0.0004324,0.0002984,0.0020553,0.0010713,0.0013995,0.0030292,0.0048163,0.0019926,0.0038684,0.0026252,0.0008615,0.0014207,0.0007182,0.0003981,0.0077437,0.0015939,0.0034703,0.0012945,0.0004488,0.0006875,0.0061058,0.0015307,0.0028174,0.0011477,0.0030321,0.0042214,0.0006973,0.0014605,0.0020724,0.0005552,0.0075068,0.0007458,0.0024769,0.0023314,0.0003230,0.0007554,0.0074385,0.0010844,0.0025946,0.0080254,0.0000418,0.0013778,0.0080672
1950,0.0034158,0.0407931,0.0007921,0.0013446,0.0031268,0.0062605,1950,506,0.9975668,61.3583336,1887.0361328,23.2999992,0.8106332,389.6611023,0.0112729,0.0042157,0.0067116,0.0008545,0.0007446,0.0007978,0.0682907,0.0102935,0.0265700,0.0001924,0.0000870,0.0022609,0.0017569,0.0020205,0.0103583,0.0266570,0.0052819,0.0156870,0.0038851,0.0014665,0.0021725,0.0003447,0.0002333,0.0679914,0.0052222,0.0154537,0.0011814,0.0006797,0.0008421,0.0176278,0.0032188,0.0063753,0.0416228,0.0019393,0.0057586,0.0022368,0.0005758,0.0009089,0.0677825,0.0033720,0.0088216,0.0010281,0.0003695,0.0066877,0.0010937,0.0023184,0.0035765,0.0091910,0.0020178,0.0068644,0.0135349,0.0009283,0.0024227,0.0029026,0.0005822,0.0677825,0.0017008,0.0062822,0.0039935,0.0004660,0.0010292,0.0588588,0.0016978,0.0051950,0.0014612,0.0052538,0.0263447,0.0007417,0.0025350,0.0090596,0.0009522,0.0646614,0.0009123,0.0043016,0.0124222,0.0003809,0.0012666,0.0649551,0.0012588,0.0045200,0.0682907,0.0000285,0.0019998,0.0683192
1951,0.0025138,0.0643794,0.0007340,0.0012023,0.0026928,0.0056123,1951,1522,0.9975266,61.3166656,1884.5222168,21.2749996,0.7856907,328.3805542,0.0101881,0.0038660,0.0067185,0.0007800,0.0007042,0.0007370,0.0392028,0.0084881,0.0237224,0.0001783,0.0001124,0.0019527,0.0015986,0.0017745,0.0086664,0.0238348,0.0048869,0.0125534,0.0032768,0.0012477,0.0018840,0.0003991,0.0002607,0.0389780,0.0046537,0.0122927,0.0010036,0.0005906,0.0007653,0.0218590,0.0029252,0.0068169,0.0281803,0.0021263,0.0060002,0.0013191,0.0005444,0.0007881,0.0389780,0.0028250,0.0087089,0.0005623,0.0003319,0.0048186,0.0010567,0.0019833,0.0032168,0.0090408,0.0021462,0.0065212,0.0121765,0.0009707,0.0021825,0.0018973,0.0004753,0.0385594,0.0017812,0.0060459,0.0030491,0.0004878,0.0008686,0.0331784,0.0017606,0.0050357,0.0013252,0.0049706,0.0229035,0.0007224,0.0023485,0.0109146,0.0007657,0.0370430,0.0009621,0.0042049,0.0120254,0.0003544,0.0010481,0.0360593,0.0012129,0.0043484,0.0392028,0.0000708,0.0017683,0.0392736
